Unnamed: 0,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
6122,Uganda,From RDC,RDC,Truck,30,13000,126880,9,0.33,3622,9181, Nashik,4961
4213,Uganda,From RDC,RDC,Truck,60,4226,34906,8,0.14,8,9891,India,5524
3468,South Africa,Direct Drop,DDP,Truck,30,7,137,19,0.66,3622,9181,India,8074
6459,Mozambique,From RDC,RDC,Truck,60,103410,838655,8,0.14,3622,9181,India,6624
2990,Uganda,Direct Drop,FCA,Air,120,100,3616,36,0.3,36,84,Germany,5868
5771,Rwanda,From RDC,RDC,Air,60,28622,145685,5,0.08,3622,9181,India,5921
2544,Rwanda,Direct Drop,FCA,Air,60,500,2970,5,0.1,65,-15,Germany,6174
4813,Rwanda,From RDC,RDC,Air,60,25000,280500,11,0.19,2930,41573,India,5921
4742,Uganda,From RDC,RDC,Truck,30,37500,120375,3,0.11,3961,2562,India,5524
4066,"Congo, DRC",From RDC,RDC,Air,60,965,3474,3,0.06,3622,9181,India,6583
3988,Zambia,From RDC,RDC,Truck,60,3480,7864,2,0.04,424,10941,India,6906
6277,Zambia,From RDC,RDC,Air,240,10000,18000,1,0.01,3637,8499,India,6906
685,Tanzania,From RDC,RDC,,60,3896,139476,35,0.6,3369,8689,India,5659
4121,Nigeria,From RDC,RDC,Air Charter,30,139303,714624,5,0.17,11982,9181,India,7633
3243,Haiti,Direct Drop,EXW,Ocean,30,47970,676377,14,0.47,5438,22708, Nashik,14325
5018,Tanzania,From RDC,RDC,Truck,60,59498,134465,2,0.04,3622,9181,India,5659
4083,Côte d'Ivoire,From RDC,RDC,Truck,60,16500,59400,3,0.06,904,4012, Nashik,8608
2837,Rwanda,Direct Drop,FCA,Air,60,110,753,6,0.11,43,46,Germany,6174
3697,Uganda,Direct Drop,EXW,Air,60,6200,24800,4,0.07,597,1905,India,5524
4040,Zimbabwe,From RDC,RDC,Truck,60,23000,90850,3,0.07,952,521, Nashik,6420
2230,South Africa,Direct Drop,DDP,Truck,60,10,177,17,0.3,3622,9181,India,8074
4727,Côte d'Ivoire,From RDC,RDC,Truck,30,29804,95670,3,0.11,1766,6481,India,9091
2320,Vietnam,Direct Drop,EXW,Air,60,1416,10266,7,0.12,3622,9181, Nashik,3641
521,Mozambique,From RDC,RDC,Air,30,10403,174250,16,0.56,1717,893,India,6624
522,Nigeria,From RDC,RDC,,120,5151,105595,20,0.17,667,1921, Port Elizabeth,5168
5756,Nigeria,From RDC,RDC,Air Charter,30,128500,1233600,9,0.32,3622,9181, Nashik,7134
5220,Zimbabwe,From RDC,RDC,Truck,30,4250,9520,2,0.07,3622,9181,India,6980
5217,Côte d'Ivoire,From RDC,RDC,Air,90,20,194,9,0.11,3,355,India,9091
4888,Zimbabwe,From RDC,RDC,Truck,60,36997,199043,5,0.09,3622,9181,India,6980
780,Nigeria,From RDC,RDC,Air Charter,60,49385,562989,11,0.19,5553,10492,India,7633
5070,Nigeria,From RDC,RDC,Air Charter,60,7526,41393,5,0.09,507,263,India,7633
4377,Tanzania,From RDC,RDC,Truck,60,11688,25129,2,0.04,1673,4364,India,5659
651,Zambia,From RDC,RDC,Truck,60,108000,946080,8,0.15,10865,12518,India,6906
4829,Nigeria,From RDC,RDC,Air,60,46678,127430,2,0.05,4490,9181,India,7633
2196,South Africa,Direct Drop,DDP,Truck,30,44,532,12,0.4,3622,9181,India,8074
369,South Africa,Direct Drop,DDP,Truck,30,60,2368,39,1.32,3622,9181, Port Elizabeth,573
377,South Africa,Direct Drop,DDP,Truck,60,10,123,12,0.21,3622,9181,France,8670
2216,South Africa,Direct Drop,DDP,Air,30,40319,278604,6,0.23,3545,4953,India,8074
6262,Côte d'Ivoire,From RDC,RDC,Air,240,2084,4063,1,0.01,794,7758,India,9091
1613,Zambia,From RDC,RDC,,30,16033,260536,16,0.54,536,2807,India,6906
5822,Côte d'Ivoire,From RDC,RDC,Air,60,2788,43214,15,0.26,588,4121,India,9091
3632,Uganda,Direct Drop,CIP,Air,60,168,9324,55,0.92,35,-114, Haarlem,6190
962,Rwanda,From RDC,RDC,Air,60,117,188,1,0.03,3622,9181,India,5921
5840,Nigeria,From RDC,RDC,Air Charter,60,80000,897600,11,0.19,10519,5147,India,7633
6094,Mozambique,From RDC,RDC,Truck,120,18960,358344,18,0.16,4227,1259,Germany,8163
4937,Zimbabwe,From RDC,RDC,Truck,60,3345,26024,7,0.13,3622,9181, Nashik,6420
359,South Africa,Direct Drop,DDP,,60,6,81,13,0.23,3622,9181,France,8670
3839,Zimbabwe,From RDC,RDC,Truck,30,97100,856422,8,0.29,14340,15222, Nashik,6420
4320,Uganda,From RDC,RDC,Truck,90,338,2467,7,0.08,25,-241,India,5524
1246,Tanzania,From RDC,RDC,Air,60,2011,14881,7,0.12,6650,35855,India,5659
4508,Côte d'Ivoire,From RDC,RDC,Truck,60,17320,40355,2,0.04,1721,7758,India,9091
3694,Vietnam,Direct Drop,EXW,Air,60,27480,65952,2,0.04,3622,9181,India,3157
5479,Haiti,From RDC,RDC,Air,60,106,151,1,0.02,3622,9181,India,14446
2567,Vietnam,Direct Drop,FCA,Air,30,71,1651,23,0.78,15,-507,Germany,9157
3423,South Africa,Direct Drop,DDP,Ocean,60,86467,633803,7,0.12,4364,3295,India,8074
2037,South Africa,Direct Drop,DDP,Air,60,294346,756469,2,0.04,14550,19706,India,8074
772,Nigeria,From RDC,RDC,Air,30,139,3648,26,0.88,192,12538, Port Elizabeth,5168
5966,Tanzania,From RDC,RDC,Truck,240,29504,57532,1,0.01,10913,2853,India,5659
3562,Vietnam,Direct Drop,EXW,Air,60,49920,284044,5,0.09,4799,9959,India,3157
6148,Zimbabwe,From RDC,RDC,Truck,60,17660,35143,1,0.03,3595,9181,India,6980
5931,Zimbabwe,From RDC,RDC,Truck,30,10114,61493,6,0.2,3622,9181, Nashik,6420
1674,Tanzania,From RDC,RDC,Air,60,40000,296000,7,0.12,4289,23594,India,5659
365,South Africa,Direct Drop,DDP,Truck,200,140,960,6,0.03,3622,9181,Canada,15035
5206,Uganda,From RDC,RDC,Air,60,46113,332474,7,0.12,2534,15629,India,5524
4183,Zimbabwe,From RDC,RDC,Truck,60,19512,104974,5,0.09,10589,14608,India,6980
147,Zambia,Direct Drop,EXW,Air,240,906,19071,21,0.09,316,2850,India,6906
5697,Mozambique,From RDC,RDC,Truck,60,34552,232534,6,0.11,3622,9181,India,6624
3088,South Africa,Direct Drop,DDP,Truck,90,190,4438,23,0.26,3622,9181,India,8074
5113,Nigeria,From RDC,RDC,Air Charter,60,11242,127596,11,0.19,1261,10637,India,7633
407,Haiti,Direct Drop,EXW,Air,100,30,10500,350,3.5,72,1556,Thailand,16167
5995,Nigeria,From RDC,RDC,Air,30,56404,748481,13,0.44,6886,14459, Nashik,7134
3456,Haiti,Direct Drop,EXW,Air,60,482,2410,5,0.08,50,342,India,14446
3576,Haiti,Direct Drop,EXW,Ocean,30,2688,4193,1,0.05,154,1520,India,14446
3271,South Africa,Direct Drop,DDP,Truck,60,35,2301,65,1.1,3622,9181, Haarlem,9211
1031,Haiti,From RDC,RDC,Air,60,24345,230060,9,0.16,3622,9181,India,14446
5946,Rwanda,From RDC,RDC,Air,90,2520,21772,8,0.1,318,1716,India,5921
855,Zambia,From RDC,RDC,Air,90,900,14400,16,0.18,109,-81,India,6906
3926,Rwanda,From RDC,RDC,Air,60,40000,97600,2,0.04,3771,30029,India,5921
78,Rwanda,Direct Drop,EXW,Air,60,5605,202340,36,0.6,3622,9181,India,5921
2247,South Africa,Direct Drop,DDP,Truck,30,154,1735,11,0.38,3622,9181,India,8074
4796,Uganda,From RDC,RDC,Truck,60,380,3328,8,0.15,67,549, Nashik,4961
5925,"Congo, DRC",From RDC,RDC,Air,30,4,16,4,0.14,3622,9181,India,6583
5969,Uganda,From RDC,RDC,Truck,60,4879,47862,9,0.16,637,4081, Nashik,4961
4442,Tanzania,From RDC,RDC,Air,30,2448,20881,8,0.28,178,854,India,5659
788,Uganda,From RDC,RDC,Air,60,90,219,2,0.04,5,-463,India,5524
2279,Vietnam,Direct Drop,FCA,Air,30,100,2326,23,0.78,3622,9181,Germany,9157
4095,Nigeria,From RDC,RDC,Air,60,5721,30492,5,0.09,3622,9181,India,7633
3897,Côte d'Ivoire,From RDC,RDC,Truck,60,92352,1036189,11,0.19,10832,2641,India,9091
4209,Rwanda,From RDC,RDC,Air,30,500,1120,2,0.07,30,309,India,5921
5389,Côte d'Ivoire,From RDC,RDC,Air,30,3300,12474,3,0.13,259,8, Nashik,8608
3631,Uganda,Direct Drop,FCA,Air,120,160,5785,36,0.3,47,238,Germany,5868
4850,Côte d'Ivoire,From RDC,RDC,Truck,60,7925,21080,2,0.04,18041,7953,India,9091
424,Tanzania,Direct Drop,FCA,Air,120,12500,513750,41,0.34,3088,11937,Germany,6837
392,South Africa,Direct Drop,DDP,Air,120,2965,106680,35,0.3,3622,9181,Germany,8973
5741,Zambia,From RDC,RDC,Truck,60,41768,92307,2,0.04,2599,2427,India,6906
6133,"Congo, DRC",From RDC,RDC,Air,60,820,4173,5,0.08,3622,9181,India,6583
2672,South Africa,Direct Drop,DDP,Truck,60,2500,21941,8,0.15,3622,9181,South Africa,0
5936,Côte d'Ivoire,From RDC,RDC,Air,30,12446,51277,4,0.14,3622,9181,India,9091
4365,Tanzania,From RDC,RDC,Truck,120,10724,202683,18,0.16,2209,1994,Germany,6837
3493,Rwanda,Direct Drop,CIP,Air,30,570,7552,13,0.44,3622,9181,India,5921
1459,Zimbabwe,From RDC,RDC,,30,7000,113750,16,0.54,581,886,India,6980
4672,"Congo, DRC",From RDC,RDC,Air,120,378,8232,21,0.18,3622,9181, Nashik,6020
4284,Rwanda,From RDC,RDC,Air,30,3234,42915,13,0.44,3622,9181, Nashik,5355
3835,Uganda,From RDC,RDC,Air,60,4176,46854,11,0.19,567,1768,India,5524
5019,Côte d'Ivoire,From RDC,RDC,Air,60,9300,106578,11,0.19,3622,9181,India,9091
6186,Mozambique,From RDC,RDC,Truck,60,1340,4556,3,0.06,3622,9181,India,6624
2355,South Africa,Direct Drop,DDP,Ocean,30,70331,467701,6,0.22,6564,11396,India,8074
2442,Haiti,Direct Drop,EXW,Air,60,90,126,1,0.02,6,-59,India,14446
5043,"Congo, DRC",From RDC,RDC,Air,60,1000,5500,5,0.09,204,2298,India,6583
464,Zimbabwe,Direct Drop,EXW,Air,100,10,3500,350,3.5,24,-464,Thailand,8622
163,South Africa,Direct Drop,DDP,,30,20,535,26,0.89,3622,9181, Port Elizabeth,573
5610,Côte d'Ivoire,From RDC,RDC,Air Charter,60,3136,94080,30,0.5,478,1330, Nashik,8608
6227,Nigeria,From RDC,RDC,Air Charter,30,65502,769648,11,0.39,5896,5147, Nashik,7134
6443,Côte d'Ivoire,From RDC,RDC,Truck,120,28516,571460,20,0.17,3622,9181,India,9091
2009,South Africa,Direct Drop,DDP,Truck,30,15,45,3,0.1,3622,9181,India,8074
3084,South Africa,Direct Drop,DDP,Ocean,30,70942,321367,4,0.15,6090,10203,India,8074
900,Côte d'Ivoire,From RDC,RDC,Air,30,2410,28245,11,0.39,182,409, Nashik,8608
5901,Mozambique,From RDC,RDC,Truck,60,81270,451861,5,0.09,8491,9605,India,6624
2293,South Africa,Direct Drop,DDP,Truck,30,6,102,17,0.57,3622,9181,India,8074
3716,South Africa,Direct Drop,DDP,Ocean,30,12722,89435,7,0.23,875,5038,India,8074
5383,"Congo, DRC",From RDC,RDC,Air,240,630,1171,1,0.01,3622,9181,India,6583
1764,South Africa,Direct Drop,DDP,Truck,60,14,389,27,0.46,3622,9181,India,8074
1549,Nigeria,From RDC,RDC,Air,200,36,50,1,0.01,4,-143,India,7633
3029,Uganda,Direct Drop,EXW,Air,30,56,112,2,0.07,3622,9181,India,5524
5638,Côte d'Ivoire,From RDC,RDC,Truck,60,15120,41731,2,0.05,959,3424, Nashik,8608
2044,South Africa,Direct Drop,DDP,Truck,30,36,534,14,0.5,3622,9181, Nashik,7527
767,Nigeria,From RDC,RDC,Air,336,2,76,38,0.11,3622,9181,France,4142
1508,Zambia,From RDC,RDC,,30,14465,179655,12,0.41,1135,3428, Nashik,6339
6315,"Congo, DRC",From RDC,RDC,Air,60,18,46,2,0.04,3622,9181,India,6583
4219,"Congo, DRC",From RDC,RDC,Air,60,10,146,14,0.24,3622,9181, Nashik,6020
5889,Mozambique,From RDC,RDC,Truck,60,45000,384750,8,0.14,4171,2936,India,6624
4229,Tanzania,From RDC,RDC,Truck,30,24747,55433,2,0.07,1437,698,India,5659
3292,South Africa,Direct Drop,DDP,Ocean,240,2244,20824,9,0.04,870,2755,Canada,15035
819,Côte d'Ivoire,From RDC,RDC,,30,10000,162500,16,0.54,901,2006,India,9091
1403,Nigeria,From RDC,RDC,Air Charter,60,26616,303422,11,0.19,2993,14128,India,7633
1382,Uganda,From RDC,RDC,Air,30,3713,40843,11,0.37,3622,9181,India,5524
2148,South Africa,Direct Drop,DDP,Air,30,53954,251965,4,0.16,4564,5105,India,8074
1638,Côte d'Ivoire,From RDC,RDC,,240,1500,24750,16,0.07,3622,9181,India,9091
6249,Nigeria,From RDC,RDC,Air Charter,60,34650,89397,2,0.04,3934,19264,India,7633
399,Uganda,Direct Drop,EXW,Air,120,1270,26670,21,0.18,201,262, Port Elizabeth,3989
882,Zambia,From RDC,RDC,,60,32358,110017,3,0.06,3146,12332,India,6906
3565,South Africa,Direct Drop,DDP,Truck,60,99,6830,68,1.15,3622,9181,India,8074
1179,Haiti,From RDC,RDC,Air,30,35000,434700,12,0.41,2153,23448,India,14446
5230,Mozambique,From RDC,RDC,Truck,60,39636,338887,8,0.14,3666,2525,India,6624
2130,South Africa,Direct Drop,DDP,Air,30,38890,304119,7,0.26,2649,2908,India,8074
456,South Africa,Direct Drop,DDP,Truck,200,1200,2796,2,0.01,3622,9181,India,8074
1950,Uganda,Direct Drop,EXW,Air,100,1503,1953,1,0.01,3622,9181,India,5524
689,Côte d'Ivoire,From RDC,RDC,,60,25799,87716,3,0.06,3622,9181,India,9091
5563,Zimbabwe,From RDC,RDC,Truck,60,24940,105995,4,0.07,1456,1326, Nashik,6420
1953,Vietnam,Direct Drop,EXW,Air,240,564,1099,1,0.01,5939,9770,India,3157
2710,South Africa,Direct Drop,DDP,Truck,60,37,1874,50,0.84,3622,9181, Latina,7877
5061,Nigeria,From RDC,RDC,Air Charter,60,6,48,8,0.14,6589,25731,India,7633
5626,"Congo, DRC",From RDC,RDC,Air,60,298,3862,12,0.22,3622,9181, Nashik,6020
1884,South Africa,Direct Drop,DDP,Truck,240,29,228,7,0.03,3622,9181,India,8074
4878,Zambia,From RDC,RDC,Truck,60,54869,127844,2,0.04,2630,2402,India,6906
2494,South Africa,Direct Drop,DDP,Air,60,38400,112128,2,0.05,4528,5369,India,8074
3036,Uganda,Direct Drop,EXW,Air,30,16716,76893,4,0.15,1874,6487,India,5524
3603,Vietnam,Direct Drop,FCA,Air,120,760,62472,82,0.68,188,88,Germany,9157
845,Zambia,From RDC,RDC,,30,69783,1360768,19,0.65,3622,9181,India,6906
542,Mozambique,From RDC,RDC,Air,240,338,7114,21,0.09,9006,8869,India,6624
3724,South Africa,Direct Drop,DDP,Truck,30,2500,47371,18,0.63,3622,9181, Port Elizabeth,573
4187,Haiti,From RDC,RDC,Air,30,1428,3198,2,0.07,1055,10490,India,14446
3679,South Africa,Direct Drop,DDP,Ocean,60,440000,1069200,2,0.04,19564,32865,India,8074
5178,Uganda,From RDC,RDC,Air,60,63148,539915,8,0.14,3622,9181,India,5524
5307,Zimbabwe,From RDC,RDC,Truck,60,53733,148303,2,0.05,2232,5933, Nashik,6420
4437,Côte d'Ivoire,From RDC,RDC,Air,240,2691,5651,2,0.01,1021,4254,India,9091
2964,Uganda,Direct Drop,CIP,Air,30,8215,110820,13,0.45,805,3, Nashik,4961
2529,Uganda,Direct Drop,EXW,Air,60,50000,405000,8,0.13,6918,21886, Nashik,4961
1048,Zimbabwe,From RDC,RDC,Truck,60,76000,562400,7,0.12,3622,9181,India,6980
1960,South Africa,Direct Drop,DDP,Truck,30,4,78,19,0.66,3622,9181,India,8074
2530,South Africa,Direct Drop,DDP,Truck,60,225,5964,26,0.44,3622,9181,India,8074
4767,Zambia,From RDC,RDC,Truck,60,61154,133315,2,0.04,7957,9181,India,6906
237,South Africa,Direct Drop,DDP,Truck,30,400,9536,23,0.79,3622,9181, Port Elizabeth,573
1133,Côte d'Ivoire,From RDC,RDC,,60,10000,102500,10,0.17,963,2142,India,9091
5368,Tanzania,From RDC,RDC,Truck,60,9301,21392,2,0.04,3622,9181,India,5659
4259,Uganda,From RDC,RDC,Air,30,1685,9267,5,0.18,137,834,India,5524
5472,Uganda,From RDC,RDC,Truck,60,21658,243002,11,0.19,3622,9181, Nashik,4961
4866,Zambia,From RDC,RDC,Truck,60,3355,19224,5,0.1,3622,9181,India,6906
2978,South Africa,Direct Drop,DDP,Truck,60,4,120,30,0.5,3622,9181,India,8074
5132,Haiti,From RDC,RDC,Air,240,1628,3093,1,0.01,622,12122,India,14446
4362,Côte d'Ivoire,From RDC,RDC,Truck,60,3200,12000,3,0.06,166,137, Nashik,8608
3919,Mozambique,From RDC,RDC,Truck,240,60968,118887,1,0.01,53692,28683,India,6624
3138,South Africa,Direct Drop,DDP,Truck,30,387,1089,2,0.09,3622,9181,India,8074
5787,Côte d'Ivoire,From RDC,RDC,Air,60,9024,60099,6,0.11,976,11369,India,9091
4073,Rwanda,From RDC,RDC,Truck,60,14011,113629,8,0.14,1755,3328, Nashik,5355
5629,Côte d'Ivoire,From RDC,RDC,Truck,90,3400,28084,8,0.09,3622,9181,India,9091
3229,South Africa,Direct Drop,DDP,Truck,30,71,235,3,0.11,3622,9181,India,8074
1826,Haiti,Direct Drop,EXW,Air,240,375,2561,6,0.03,300,1949,India,14446
593,Zimbabwe,From RDC,RDC,Air,30,1600,3200,2,0.07,4252,14696,India,6980
2725,Rwanda,Direct Drop,CIP,Air,240,9565,18651,1,0.01,6490,2010,India,5921
4137,Côte d'Ivoire,From RDC,RDC,Air,30,3120,81900,26,0.88,798,1941, Port Elizabeth,5690
560,Haiti,From RDC,RDC,Air,240,2000,3940,1,0.01,4213,37515,India,14446
5079,Haiti,From RDC,RDC,Air,120,2000,37800,18,0.16,457,4413,Germany,7877
243,Vietnam,Direct Drop,EXW,Air,60,5200,15080,2,0.05,3622,9181,India,3157
4480,Nigeria,From RDC,RDC,Air,60,20000,224400,11,0.19,2406,5147,India,7633
405,Rwanda,Direct Drop,CIP,Air,30,32510,381992,11,0.39,2791,27336,India,5921
1442,Rwanda,From RDC,RDC,Air,60,8766,21389,2,0.04,447,3257,India,5921
261,South Africa,Direct Drop,DDP,Truck,120,200,8396,41,0.35,3622,9181,Germany,8973
5918,Zambia,From RDC,RDC,Truck,30,230000,970600,4,0.14,18968,21168, Nashik,6339
1689,Côte d'Ivoire,From RDC,RDC,Air,60,4100,13120,3,0.05,3622,9181,India,9091
1725,Nigeria,From RDC,RDC,Air,60,248,793,3,0.05,24,547,India,7633
2496,Vietnam,Direct Drop,EXW,Air,30,7882,25458,3,0.11,472,5969,India,3157
4342,Tanzania,From RDC,RDC,Truck,30,2178,12784,5,0.2,2304,4989,India,5659
340,Vietnam,Direct Drop,EXW,Air,60,83000,282200,3,0.06,3622,9181,India,3157
4510,Zambia,From RDC,RDC,Truck,60,10776,77694,7,0.12,586,7045,India,6906
1601,Mozambique,From RDC,RDC,Truck,60,17500,68250,3,0.06,1292,588, Nashik,6074
3725,Uganda,Direct Drop,EXW,Ocean,30,63652,203049,3,0.11,3963,11961,India,5524
6435,"Congo, DRC",From RDC,RDC,Air,30,2827,9413,3,0.11,3622,9181,India,6583
2785,Vietnam,Direct Drop,FCA,Air,120,1575,129465,82,0.68,382,4528,Germany,9157
1523,Zambia,From RDC,RDC,Air,60,6597,62671,9,0.16,617,1891,India,6906
4842,Haiti,From RDC,RDC,Air,60,2280,16438,7,0.12,123,1136,India,14446
6270,Nigeria,From RDC,RDC,Air Charter,60,21200,49396,2,0.04,1012,11601,India,7633
6017,Côte d'Ivoire,From RDC,RDC,Truck,60,43848,318774,7,0.12,3622,9181,India,9091
1766,Rwanda,Direct Drop,CIP,Air,30,138422,1211192,8,0.29,13147,3781, Nashik,5355
4037,Uganda,From RDC,RDC,Truck,60,100000,811000,8,0.14,18737,8857,India,5524
5123,Côte d'Ivoire,From RDC,RDC,Air,30,3120,81900,26,0.88,275,949, Port Elizabeth,5690
5255,"Congo, DRC",From RDC,RDC,Air,120,17,573,33,0.28,3622,9181,India,6583
6072,"Congo, DRC",From RDC,RDC,Air,60,960,2140,2,0.04,3622,9181,India,6583
363,South Africa,Direct Drop,DDP,Truck,30,1500,23790,15,0.53,3622,9181,India,8074
6427,Mozambique,From RDC,RDC,Truck,60,12160,52531,4,0.07,3622,9181,India,6624
5837,Nigeria,From RDC,RDC,Air Charter,60,55070,617885,11,0.19,7253,5147,India,7633
5168,Nigeria,From RDC,RDC,Air,30,188,864,4,0.15,16,9181,India,7633
5996,Nigeria,From RDC,RDC,Air,30,15594,83583,5,0.18,3622,9181,India,7633
2562,Rwanda,Direct Drop,CIP,Air,30,54684,327557,5,0.2,3889,30784,India,5921
4519,Tanzania,From RDC,RDC,Air,30,49000,206780,4,0.14,4030,14707, Nashik,5091
5951,Zambia,From RDC,RDC,Truck,60,15000,219450,14,0.24,1485,7510,India,6906
3083,Vietnam,Direct Drop,EXW,Air,60,16645,39115,2,0.04,742,4440,India,3157
6182,Haiti,From RDC,RDC,Air,60,3690,5387,1,0.02,177,5036,India,14446
2102,Vietnam,Direct Drop,EXW,Air,60,27900,225990,8,0.13,3868,6238, Nashik,3641
632,Tanzania,From RDC,RDC,Air,30,145000,1741450,12,0.4,11186,8330, Nashik,5091
2493,Uganda,Direct Drop,CIP,Air,60,786,43623,55,0.92,79,1158, Haarlem,6190
2665,South Africa,Direct Drop,DDP,Truck,30,8,134,16,0.56,3622,9181,India,8074
4691,Mozambique,From RDC,RDC,Truck,60,59674,512002,8,0.14,6959,6150,India,6624
4758,Uganda,From RDC,RDC,Truck,60,832,2995,3,0.06,3622,9181,India,5524
5956,Mozambique,From RDC,RDC,Truck,60,33156,257953,7,0.13,3622,9181, Nashik,6074
2334,Uganda,Direct Drop,EXW,Air,30,1801,36020,20,0.67,225,726, Nashik,4961
4969,Haiti,From RDC,RDC,Air,60,270,1269,4,0.08,3622,9181,India,14446
3619,Vietnam,Direct Drop,EXW,Air,60,20970,222282,10,0.18,2447,1673,India,3157
3883,"Congo, DRC",From RDC,RDC,Air,60,1500,12390,8,0.14,147,182,India,6583
4986,Mozambique,From RDC,RDC,Air,30,1800,7272,4,0.13,108,-168, Nashik,6074
4211,Zimbabwe,From RDC,RDC,Truck,60,9493,52781,5,0.09,1021,4216,India,6980
1494,Nigeria,From RDC,RDC,Air,60,1246,9345,7,0.12,3622,9181,India,7633
2401,South Africa,Direct Drop,DDP,Truck,90,59,1535,26,0.29,3622,9181,India,8074
3874,Zambia,From RDC,RDC,Ocean,240,12861,25078,1,0.01,4836,3075,India,6906
1232,Nigeria,From RDC,RDC,Air,60,2339,21869,9,0.16,3622,9181, Nashik,7134
2661,Tanzania,Direct Drop,EXW,Ocean,30,53149,1057665,19,0.66,5803,26478, Nashik,5091
2817,Rwanda,Direct Drop,CIP,Air,30,4560,62335,13,0.46,561,4610, Nashik,5355
5928,"Congo, DRC",From RDC,RDC,Air,60,67,553,8,0.14,3622,9181,India,6583
5148,Nigeria,From RDC,RDC,Air Charter,60,10076,75872,7,0.13,553,8736,India,7633
4153,Nigeria,From RDC,RDC,Air,30,1000,11750,11,0.39,90,9181, Nashik,7134
4827,Uganda,From RDC,RDC,Air,30,950,4370,4,0.15,76,17, Nashik,4961
3061,South Africa,Direct Drop,DDP,Truck,60,8146,79058,9,0.16,3622,9181,India,8074
5542,Uganda,From RDC,RDC,Truck,60,9255,103841,11,0.19,1243,5120,India,5524
6428,Tanzania,From RDC,RDC,Truck,60,3879,16679,4,0.07,3622,9181,India,5659
1735,Nigeria,From RDC,RDC,Air Charter,60,1268,14455,11,0.19,143,6445,India,7633
2823,South Africa,Direct Drop,DDP,Ocean,60,76554,181432,2,0.04,3622,9181,India,8074
4943,Zimbabwe,From RDC,RDC,Truck,60,69037,167069,2,0.04,14074,14299,India,6980
4747,Uganda,From RDC,RDC,Truck,60,11106,45423,4,0.07,3622,9181, Nashik,4961
2475,Vietnam,Direct Drop,EXW,Air,30,21146,86698,4,0.14,1301,4664,India,3157
2564,South Africa,Direct Drop,DDP,Truck,30,273,6169,22,0.75,3622,9181,India,8074
5464,Uganda,From RDC,RDC,Air,30,5000,28900,5,0.19,907,8044,India,5524
5015,Côte d'Ivoire,From RDC,RDC,Truck,60,14300,118118,8,0.14,3622,9181,India,9091
707,Zimbabwe,From RDC,RDC,Air,30,627,7787,12,0.41,3622,9181,India,6980
3046,South Africa,Direct Drop,DDP,Truck,60,24,329,13,0.23,3622,9181,India,8074
5533,Nigeria,From RDC,RDC,Air,30,21400,206082,9,0.32,3622,9181, Nashik,7134
4949,Nigeria,From RDC,RDC,Air,30,24799,132922,5,0.18,3622,9181,India,7633
72,Haiti,Direct Drop,EXW,Air,100,15,6000,400,4.0,36,195,Thailand,16167
6075,Rwanda,From RDC,RDC,Air,60,18000,121140,6,0.11,1643,11995,India,5921
1190,Zimbabwe,From RDC,RDC,Air,30,1600,3200,2,0.07,3622,9181,India,6980
2601,South Africa,Direct Drop,DDP,Truck,240,7,36,5,0.02,3622,9181,India,8074
1125,Nigeria,From RDC,RDC,,240,1200,2640,2,0.01,3622,9181,India,7633
1241,Nigeria,From RDC,RDC,Air,60,4953,36652,7,0.12,3622,9181,India,7633
5813,Uganda,From RDC,RDC,Air,30,1300,15275,11,0.39,105,1393, Nashik,4961
5354,Uganda,From RDC,RDC,Truck,60,2880,33004,11,0.19,3622,9181,India,5524
3351,Côte d'Ivoire,Direct Drop,FCA,Air,60,3450,23632,6,0.11,440,3588,Germany,5008
4008,Rwanda,From RDC,RDC,Truck,60,16000,112000,7,0.12,1412,19049,India,5921
1577,Nigeria,From RDC,RDC,Air,30,17933,470741,26,0.88,1564,15864, Port Elizabeth,5168
3906,Uganda,From RDC,RDC,Truck,30,3900,23712,6,0.2,3622,9181, Nashik,4961
3729,Haiti,Direct Drop,EXW,Ocean,240,300,2049,6,0.03,3622,9181,India,14446
4358,Mozambique,From RDC,RDC,Truck,30,177954,1984187,11,0.37,88761,54287, Nashik,6074
1343,Uganda,From RDC,RDC,Air,60,16,152,9,0.16,3622,9181,India,5524
6483,Nigeria,From RDC,RDC,Air Charter,120,13130,244743,18,0.16,3232,3495,Germany,4614
440,South Africa,Direct Drop,DDP,Air,200,140,833,5,0.03,3622,9181,Canada,15035
1100,Nigeria,From RDC,RDC,Air Charter,30,149824,3932880,26,0.88,13037,6445, Port Elizabeth,5168
2637,South Africa,Direct Drop,DDP,Truck,240,44,311,7,0.03,3622,9181,India,8074
4560,Rwanda,From RDC,RDC,Air,240,3000,5550,1,0.01,1076,3474,India,5921
649,Zambia,From RDC,RDC,Truck,60,9700,74787,7,0.13,551,1448,India,6906
1546,Mozambique,From RDC,RDC,Air,90,560,8545,15,0.17,3622,9181,India,6624
6064,Rwanda,From RDC,RDC,Truck,120,5247,107458,20,0.17,1382,7456, Nashik,5355
6219,Nigeria,From RDC,RDC,Air,30,5705,26243,4,0.15,3622,9181,India,7633
2852,South Africa,Direct Drop,DDP,Truck,30,6,85,14,0.47,3622,9181,India,8074
3503,South Africa,Direct Drop,DDP,Truck,60,11,198,18,0.3,3622,9181,India,8074
