,0
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
3242,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4843551407172787
  (0, 2)	-0.43587490293712944
  (0, 3)	-0.1408043521829418
  (0, 4)	-0.22219526341252607
  (0, 5)	-0.6908185314430914
  (0, 6)	-0.28420143403131465
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3243,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.4387237666991385
  (0, 2)	0.9815397061785416
  (0, 3)	0.03364691281651941
  (0, 4)	0.678686126708017
  (0, 5)	0.11260652603707075
  (0, 6)	-1.4295693927939208
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
3244,"  (0, 0)	0.5702915377451966
  (0, 1)	-0.339148812587797
  (0, 2)	0.11099459807048516
  (0, 3)	0.7314519728143642
  (0, 4)	0.07809853329432162
  (0, 5)	-0.3451163168853926
  (0, 6)	-0.7065630681710622
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
3245,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.34852530148950656
  (0, 2)	-0.22793580438200464
  (0, 3)	-0.009965903433345894
  (0, 4)	0.645320149296145
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3246,"  (0, 0)	-0.22679080041325675
  (0, 1)	1.261222793164887
  (0, 2)	0.04882661237799705
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.05822011205446359
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
3247,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.6470745200890049
  (0, 2)	0.1541382743530785
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.2555612408243981
  (0, 5)	0.09737480548489105
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
3248,"  (0, 0)	0.1717503686659699
  (0, 1)	-0.40445523528917743
  (0, 2)	-0.371409308676049
  (0, 3)	-0.2280299846826724
  (0, 4)	-0.4891230827075019
  (0, 5)	-0.6547636992499571
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
3249,"  (0, 0)	0.5702915377451966
  (0, 1)	-0.4606906687272499
  (0, 2)	-0.3604652909388719
  (0, 3)	0.2953238103157112
  (0, 4)	-0.22219526341252607
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.5161163676862306
  (0, 7)	5.735178911963309
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
3250,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.4765531499519465
  (0, 2)	-0.4021729618660951
  (0, 3)	0.2517109940658459
  (0, 4)	1.2459077427098404
  (0, 5)	-0.6769364570157883
  (0, 6)	2.719173749824235
  (0, 9)	3.712268167078368
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3251,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.5008286212187785
  (0, 2)	-0.45084802031562404
  (0, 3)	2.4323518065591108
  (0, 4)	3.0810365003627984
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
3252,"  (0, 0)	2.164456214062103
  (0, 1)	-0.4307752041360814
  (0, 2)	-0.4366536596875417
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.7226849245906055
  (0, 5)	-0.20533153966602194
  (0, 6)	2.719173749824235
  (0, 9)	3.712268167078368
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3253,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.5000061221923127
  (0, 2)	-0.4528252892280184
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.15546330858878218
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.5161163676862306
  (0, 7)	5.735178911963309
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
3254,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.041310165118457094
  (0, 2)	0.2763119530587185
  (0, 3)	0.03364691281651941
  (0, 4)	0.745418081531761
  (0, 5)	-0.32814933702980004
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 40)	2.103542762656433"
3255,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.20372404485178175
  (0, 2)	-0.20261240224980331
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.5892210149431176
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.17592326964276123
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3256,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.09562417280199767
  (0, 2)	0.14736419524399566
  (0, 3)	-0.1844171684328071
  (0, 4)	-0.28892721823627
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.28420143403131465
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
3257,"  (0, 0)	-0.22679080041325675
  (0, 1)	1.5901049038902626
  (0, 2)	1.4428315726523735
  (0, 3)	-0.2280299846826724
  (0, 4)	-0.32229319564814196
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 40)	2.103542762656433"
3258,"  (0, 0)	0.1717503686659699
  (0, 1)	-0.47166515573752144
  (0, 2)	-0.42068086165780866
  (0, 3)	-0.1408043521829418
  (0, 4)	-0.3890251504718859
  (0, 5)	-0.6661392880167749
  (0, 6)	2.719173749824235
  (0, 9)	3.712268167078368
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3259,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.5005701215247463
  (0, 2)	-0.4533223680048773
  (0, 3)	0.03364691281651941
  (0, 4)	0.778784058943633
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.06251907108522349
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
3260,"  (0, 0)	-0.6253319694924834
  (0, 1)	3.6806389294721633
  (0, 2)	5.024963500915885
  (0, 3)	-0.05357871968321119
  (0, 4)	0.4784902622367852
  (0, 5)	16.410161903690813
  (0, 6)	-0.4953822511011884
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
3261,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.49845512402812014
  (0, 2)	-0.4539630473172732
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.6559529697668617
  (0, 5)	0.27822738621836646
  (0, 6)	-0.28420143403131465
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3262,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.45427517632081704
  (0, 2)	-0.40608331491071853
  (0, 3)	-0.1844171684328071
  (0, 4)	-0.2555612408243981
  (0, 5)	-0.6725019054626221
  (0, 6)	-0.08837922183924993
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
3263,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4730751540686056
  (0, 2)	-0.4363388431288644
  (0, 3)	-0.315255617182403
  (0, 4)	-0.45575710529562985
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3264,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4996301226373569
  (0, 2)	-0.4539685704147939
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.2999440040310689
  (0, 7)	5.735178911963309
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3265,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.38377525976661003
  (0, 2)	-0.4029627648115487
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.5558550375312458
  (0, 5)	-0.6462802093221608
  (0, 6)	-0.9227354318262238
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
3266,"  (0, 0)	0.1717503686659699
  (0, 1)	0.006230278611263169
  (0, 2)	0.10016932693000215
  (0, 3)	-0.1408043521829418
  (0, 4)	-0.4223911278837579
  (0, 5)	-0.4459541630726076
  (0, 6)	-0.6547277767084567
  (0, 14)	4.394704435480066
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
3267,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.3635417837155526
  (0, 2)	-0.38729649869421195
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.5224890601193738
  (0, 5)	-0.6370254930372922
  (0, 6)	-0.9227354318262238
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
3268,"  (0, 0)	0.5702915377451966
  (0, 1)	-0.45427517632081704
  (0, 2)	-0.0004670329938451995
  (0, 3)	3.0429312340572254
  (0, 4)	1.5128355620048164
  (0, 5)	-0.6046339860402518
  (0, 6)	0.6883822198559402
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 25)	5.412630686041086
  (0, 27)	2.000575788029838
  (0, 39)	4.472436630062954"
3269,"  (0, 0)	1.6330679886231343
  (0, 1)	-0.5010401209684411
  (0, 2)	-0.4541204555966119
  (0, 3)	-0.009965903433345894
  (0, 4)	-0.5558550375312458
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.5013912054686156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 38)	6.70078468574501"
3270,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.3579252903634008
  (0, 2)	0.3945449016833713
  (0, 3)	1.6473211140615356
  (0, 4)	4.849433303192012
  (0, 5)	-0.5246192514939914
  (0, 6)	-0.904305105972853
  (0, 8)	3.128039359299917
  (0, 19)	2.04362447656144
  (0, 21)	5.7001710839938475
  (0, 27)	2.000575788029838
  (0, 31)	7.326117094120656"
3271,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.5000766221088668
  (0, 2)	-0.45317876746934027
  (0, 3)	-0.1408043521829418
  (0, 4)	-0.2555612408243981
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
3272,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.2822318799563672
  (0, 2)	-0.373383816039683
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.5892210149431176
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3273,"  (0, 0)	2.164456214062103
  (0, 1)	0.4856767111242403
  (0, 2)	-0.2283058519158885
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.7226849245906055
  (0, 5)	1.7044177270344834
  (0, 6)	-0.28420143403131465
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
3274,"  (0, 0)	-0.22679080041325675
  (0, 1)	2.036721875261164
  (0, 2)	2.1581804019787962
  (0, 3)	-0.1844171684328071
  (0, 4)	-0.2555612408243981
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.17592326964276123
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
3275,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.4863291383807965
  (0, 2)	-0.44821350279827177
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.355659173060014
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.14750985061881458
  (0, 18)	4.3212117576229225
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
3276,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.1360911249041125
  (0, 2)	0.406118552537903
  (0, 3)	-0.05357871968321119
  (0, 4)	0.5118562396486572
  (0, 5)	-0.1553946330455847
  (0, 6)	-1.4295693927939208
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
3277,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.9167602008810315
  (0, 2)	0.28706818548019325
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.2555612408243981
  (0, 5)	3.2044529915402813
  (0, 6)	-0.7065630681710622
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3278,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.413385224719377
  (0, 2)	-0.38144753841983875
  (0, 3)	-0.2280299846826724
  (0, 4)	0.04473255588244962
  (0, 5)	-0.6414600445904584
  (0, 6)	-0.7065630681710622
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3279,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.5562236276228169
  (0, 2)	0.7074559917160573
  (0, 3)	-0.1408043521829418
  (0, 4)	-0.22219526341252607
  (0, 5)	0.0015499306186466189
  (0, 6)	-0.08837922183924993
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
3280,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.46837515963165843
  (0, 2)	-0.4022723776214669
  (0, 3)	0.03364691281651941
  (0, 4)	-0.021999398941294282
  (0, 5)	-0.6734659384089626
  (0, 6)	-0.7065630681710622
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3281,"  (0, 0)	-0.22679080041325675
  (0, 1)	1.427485096371892
  (0, 2)	0.16203354225885425
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.5892210149431176
  (0, 5)	1.0257385328107802
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
3282,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.5820735970260261
  (0, 2)	-0.22403925908118283
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.6559529697668617
  (0, 5)	-0.25044828155475674
  (0, 6)	-1.6154085118154096
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3283,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.3672077793763714
  (0, 2)	-0.3819943250743835
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.2555612408243981
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3284,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.16447909130327318
  (0, 2)	0.06579356796144796
  (0, 3)	-0.2716428009325377
  (0, 4)	-0.021999398941294282
  (0, 5)	-0.193570337720668
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
3285,"  (0, 0)	1.3673738759036498
  (0, 1)	-0.37113227473122223
  (0, 2)	0.3102072025429757
  (0, 3)	1.6473211140615356
  (0, 4)	0.1781964655299376
  (0, 5)	-0.4663916615350259
  (0, 6)	-0.904305105972853
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 31)	7.326117094120656"
3286,"  (0, 0)	0.1717503686659699
  (0, 1)	-0.4979851245844254
  (0, 2)	-0.4446897665800942
  (0, 3)	0.557000707814903
  (0, 4)	0.1781964655299376
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
3287,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.09926666849063169
  (0, 2)	-0.2279330428332443
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.3890251504718859
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
3288,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.04556366008389425
  (0, 2)	-0.09298996265985095
  (0, 3)	-0.2716428009325377
  (0, 4)	-0.3890251504718859
  (0, 5)	-0.3374040533146687
  (0, 6)	-1.6154085118154096
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3289,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.9557231547633233
  (0, 2)	1.507669975996098
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.12209733117691018
  (0, 5)	0.6065770077419365
  (0, 6)	-0.3936314937857038
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
3290,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.41554722216037265
  (0, 2)	-0.3814282075785164
  (0, 3)	-0.2280299846826724
  (0, 4)	-0.355659173060014
  (0, 5)	-0.6412672380011903
  (0, 6)	-1.6154085118154096
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3291,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.280915881514022
  (0, 2)	-0.3148914517471906
  (0, 3)	-0.315255617182403
  (0, 4)	-0.45575710529562985
  (0, 5)	-0.5701216065612623
  (0, 6)	-1.6154085118154096
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3292,"  (0, 0)	2.164456214062103
  (0, 1)	-0.430540204414234
  (0, 2)	-0.4384238124429115
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.7226849245906055
  (0, 5)	-0.08617706749833773
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3293,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.34406030677440674
  (0, 2)	-0.3802794032942203
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.32229319564814196
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
3294,"  (0, 0)	0.5702915377451966
  (0, 1)	-0.37813526644227347
  (0, 2)	-0.020350184068201736
  (0, 3)	0.7750647890642295
  (0, 4)	0.07809853329432162
  (0, 5)	-0.0051983000057367924
  (0, 6)	2.719173749824235
  (0, 9)	3.712268167078368
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3295,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.4895251345979206
  (0, 2)	-0.42429572898507706
  (0, 3)	0.3825494428154418
  (0, 4)	1.679665449064176
  (0, 5)	-0.0051983000057367924
  (0, 6)	-2.607574386921871
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 34)	7.482350085235563"
3296,"  (0, 0)	-0.22679080041325675
  (0, 1)	1.7728171876265824
  (0, 2)	0.2724126462091363
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.5892210149431176
  (0, 5)	1.327866458193889
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
3297,"  (0, 0)	2.164456214062103
  (0, 1)	-0.5008051212465937
  (0, 2)	-0.45407074771892597
  (0, 3)	-0.2280299846826724
  (0, 4)	-0.6559529697668617
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
3298,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.5005701215247463
  (0, 2)	-0.4535543381007448
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.15546330858878218
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.5161163676862306
  (0, 7)	5.735178911963309
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
3299,"  (0, 0)	-0.22679080041325675
  (0, 1)	3.023720707020062
  (0, 2)	2.9008160946060126
  (0, 3)	-0.1844171684328071
  (0, 4)	-0.32229319564814196
  (0, 5)	3.4753462494619582
  (0, 6)	-0.6547277767084567
  (0, 14)	4.394704435480066
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3300,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.3636592835764763
  (0, 2)	-0.37652093543141485
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.22219526341252607
  (0, 5)	-0.6352902337338793
  (0, 6)	0.4775853679080117
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
3301,"  (0, 0)	2.164456214062103
  (0, 1)	0.5562236276228169
  (0, 2)	-0.1910138974564287
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.7226849245906055
  (0, 5)	2.431491375164479
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
3302,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.24884399144647423
  (0, 2)	-0.10275479907636827
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.5224890601193738
  (0, 5)	-0.345887543242465
  (0, 6)	-1.6154085118154096
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
3303,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.12868306170130434
  (0, 2)	-0.34544522723145177
  (0, 3)	-0.4460940659319989
