country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
Vietnam,Direct Drop,EXW,Air,60,6048,8769,1,0.02,3622,9181,India,3157
South Africa,Direct Drop,DDP,Ocean,60,25000,209000,8,0.14,2275,2073,India,8074
Uganda,Direct Drop,EXW,Air,60,50000,405000,8,0.13,6918,21886, Nashik,4961
Côte d'Ivoire,From RDC,RDC,Truck,120,11169,216231,19,0.16,13107,19816,India,9091
Nigeria,From RDC,RDC,Air Charter,30,11040,219916,19,0.66,1210,8736, Nashik,7134
South Africa,Direct Drop,DDP,Ocean,60,10817,29422,2,0.05,1172,18007,India,8074
Côte d'Ivoire,From RDC,RDC,Air,60,5836,160665,27,0.46,3622,9181,India,9091
Uganda,From RDC,RDC,Air,60,46,368,8,0.13,3622,9181,India,5524
Vietnam,Direct Drop,EXW,Air,60,26598,216773,8,0.14,3301,4764,India,3157
Côte d'Ivoire,Direct Drop,FCA,Air,120,16800,517776,30,0.26,4213,26376,Germany,5008
South Africa,Direct Drop,DDP,Air,60,57494,427180,7,0.12,3085,3885,India,8074
Côte d'Ivoire,From RDC,RDC,Truck,30,7500,26625,3,0.12,3622,9181, Nashik,8608
Haiti,Direct Drop,EXW,Ocean,60,14520,99026,6,0.11,3622,9181,India,14446
Mozambique,From RDC,RDC,Truck,60,59674,512002,8,0.14,6959,6150,India,6624
Zambia,From RDC,RDC,Truck,30,100619,1237613,12,0.41,47387,29981,India,6906
Haiti,From RDC,RDC,Air,240,224,3696,16,0.07,3622,9181,India,14446
Tanzania,From RDC,RDC,Air,30,3493,14740,4,0.14,2996,8639,India,5659
Uganda,Direct Drop,FCA,Air,120,120,4339,36,0.3,36,25,Germany,5868
Côte d'Ivoire,From RDC,RDC,Air,30,2000,52500,26,0.88,6991,11648, Port Elizabeth,5690
Zambia,From RDC,RDC,Truck,30,45000,540450,12,0.4,3457,934, Nashik,6339
Zambia,From RDC,RDC,Truck,30,200000,2184000,10,0.36,43128,33543, Nashik,6339
Nigeria,From RDC,RDC,Air Charter,240,1200,2304,1,0.01,445,8341,India,7633
Haiti,From RDC,RDC,Air,60,4410,6438,1,0.02,286,2842,India,14446
Mozambique,From RDC,RDC,Truck,60,42000,340620,8,0.14,3622,9181,India,6624
South Africa,Direct Drop,DDP,Truck,30,3,33,11,0.37,3622,9181,India,8074
Vietnam,Direct Drop,EXW,Air,30,10080,115718,11,0.38,772,4893, Nashik,3641
Côte d'Ivoire,From RDC,RDC,Truck,60,6750,75802,11,0.19,4919,16647,India,9091
Haiti,From RDC,RDC,Air,30,39312,174938,4,0.15,7225,68748,India,14446
Nigeria,From RDC,RDC,Air Charter,90,635,5905,9,0.1,65,-823,India,7633
Zimbabwe,From RDC,RDC,Truck,60,2699,7962,2,0.05,3622,9181,India,6980
Nigeria,From RDC,RDC,Air Charter,30,50000,448500,8,0.3,3622,9181, Nashik,7134
Nigeria,From RDC,RDC,Air Charter,60,42805,311192,7,0.12,3622,9181,India,7633
Mozambique,Direct Drop,CIP,Air,60,100,5550,55,0.92,3622,9181, Haarlem,8465
South Africa,Direct Drop,DDP,Air,120,1500,47880,31,0.27,3622,9181,Germany,8973
South Africa,Direct Drop,DDP,Truck,90,85,1985,23,0.26,3622,9181,India,8074
Côte d'Ivoire,From RDC,RDC,Air,60,3260,228200,70,1.17,3622,9181,India,9091
Mozambique,From RDC,RDC,Truck,60,43680,285667,6,0.11,6535,4950,India,6624
Rwanda,Direct Drop,EXW,Air,60,58234,131026,2,0.04,5551,48069,India,5921
Côte d'Ivoire,From RDC,RDC,Air,240,600,1170,1,0.01,224,2545,India,9091
Côte d'Ivoire,Direct Drop,FCA,Air,60,4400,26136,5,0.1,505,4335,Germany,5008
South Africa,Direct Drop,DDP,Ocean,240,19098,43161,2,0.01,6876,-539,India,8074
South Africa,Direct Drop,DDP,Truck,90,25,659,26,0.29,3622,9181,India,8074
Haiti,From RDC,RDC,Air,240,2613,5487,2,0.01,979,10836,India,14446
Vietnam,Direct Drop,EXW,Air,60,11507,20367,1,0.03,539,666,India,3157
South Africa,Direct Drop,DDP,Truck,200,670,1025,1,0.01,3622,9181,France,8670
South Africa,Direct Drop,DDP,Ocean,30,50000,122000,2,0.08,2953,5409,India,8074
Vietnam,Direct Drop,EXW,Air,60,9000,72900,8,0.13,3622,9181, Nashik,3641
Nigeria,From RDC,RDC,Air Charter,60,6026,14703,2,0.04,6944,16090, Nashik,7134
Nigeria,From RDC,RDC,Air Charter,60,131607,1016006,7,0.13,3622,9181, Nashik,7134
South Africa,Direct Drop,DDP,Truck,60,20,256,12,0.21,3622,9181,India,8074
Tanzania,From RDC,RDC,Truck,30,536,9112,17,0.57,41,1233, Port Elizabeth,3213
Haiti,From RDC,RDC,Air,60,7392,16705,2,0.04,3622,9181,India,14446
Vietnam,Direct Drop,EXW,Air,60,12100,98010,8,0.13,1685,2251, Nashik,3641
Côte d'Ivoire,From RDC,RDC,Truck,240,11000,15950,1,0.01,3930,8378,India,9091
Vietnam,Direct Drop,EXW,Air,240,500,1050,2,0.01,3622,9181,India,3157
Tanzania,Direct Drop,CIP,Air,30,2357,118792,50,1.68,3622,9181, Haarlem,7164
Nigeria,From RDC,RDC,Air,30,4200,49224,11,0.39,621,3099,India,7633
Vietnam,Direct Drop,EXW,Air,60,1200,2100,1,0.03,125,1429,India,3157
Haiti,From RDC,RDC,Air,240,2415,4757,1,0.01,3622,9181,India,14446
Mozambique,From RDC,RDC,Truck,60,1440,16502,11,0.19,4395,4816,India,6624
Uganda,From RDC,RDC,Air,30,45840,179234,3,0.13,5486,26321,India,5524
Côte d'Ivoire,From RDC,RDC,Air,60,632,9796,15,0.26,134,7815,India,9091
South Africa,Direct Drop,DDP,Truck,60,350,1736,4,0.08,3622,9181,France,8670
Vietnam,Direct Drop,FCA,Air,120,1922,116896,60,0.51,467,842,Germany,9157
Vietnam,Direct Drop,EXW,Air,60,22428,32520,1,0.02,3622,9181,India,3157
Vietnam,Direct Drop,EXW,Air,60,408,3162,7,0.13,3622,9181,India,3157
South Africa,Direct Drop,DDP,Truck,240,191,4145,21,0.09,3622,9181,India,8074
Côte d'Ivoire,From RDC,RDC,Air,60,30000,262800,8,0.15,2715,6403,India,9091
Nigeria,From RDC,RDC,Air Charter,60,2121,23797,11,0.19,248,9181,India,7633
Côte d'Ivoire,Direct Drop,FCA,Air,120,3240,117158,36,0.3,800,4322,Germany,5008
South Africa,Direct Drop,DDP,Truck,60,12,789,65,1.1,3622,9181, Haarlem,9211
Zambia,From RDC,RDC,Truck,60,35000,249200,7,0.12,2604,1448,India,6906
South Africa,Direct Drop,DDP,Air,60,6800,82620,12,0.2,3622,9181,India,8074
Haiti,From RDC,RDC,Air,30,5323,30766,5,0.19,456,4338,India,14446
Haiti,From RDC,RDC,Air,240,4315,9061,2,0.01,2520,24874,India,14446
Côte d'Ivoire,From RDC,RDC,Truck,30,45204,141036,3,0.1,3622,9181,India,9091
Vietnam,Direct Drop,FCA,Air,30,100,2326,23,0.78,3622,9181,Germany,9157
Zimbabwe,From RDC,RDC,Truck,60,3600,26172,7,0.12,3622,9181,India,6980
"Congo, DRC",Direct Drop,EXW,Air,1000,415,10026,24,0.02,329,731,India,6583
Tanzania,From RDC,RDC,Air,60,90323,668390,7,0.12,9635,51979,India,5659
Mozambique,From RDC,RDC,Truck,60,57870,314812,5,0.09,3622,9181,India,6624
Vietnam,Direct Drop,EXW,Air,60,16800,109032,6,0.11,1456,1984, Nashik,3641
Tanzania,Direct Drop,EXW,Air,30,12830,288675,22,0.75,1710,7344, Nashik,5091
Côte d'Ivoire,From RDC,RDC,Truck,60,37503,244519,6,0.11,3622,9181,India,9091
Uganda,From RDC,RDC,Air,60,3000,26280,8,0.15,3622,9181,India,5524
Nigeria,From RDC,RDC,Air,60,10000,112200,11,0.19,1250,5147,India,7633
Côte d'Ivoire,From RDC,RDC,Air,30,11280,224697,19,0.66,1264,2380, Nashik,8608
Nigeria,From RDC,RDC,Air Charter,60,87499,213497,2,0.04,9645,26441,India,7633
Haiti,Direct Drop,EXW,Air,30,4846,87228,18,0.6,3622,9181,India,14446
Côte d'Ivoire,From RDC,RDC,Air,60,1485,23017,15,0.26,914,3519,India,9091
Zambia,From RDC,RDC,Truck,240,20000,36000,1,0.01,7469,2949,India,6906
Haiti,Direct Drop,CIP,Air,180,28,1400,50,0.28,7,-710, Haarlem,7467
Nigeria,From RDC,RDC,Air Charter,30,5000,58750,11,0.39,404,9181, Nashik,7134
Côte d'Ivoire,From RDC,RDC,Air,60,6786,63449,9,0.16,620,1739,India,9091
South Africa,Direct Drop,DDP,Truck,60,19,243,12,0.21,3622,9181,India,8074
Zimbabwe,From RDC,RDC,Truck,60,36997,199043,5,0.09,3622,9181,India,6980
Mozambique,From RDC,RDC,Truck,60,13446,150864,11,0.19,3622,9181, Nashik,6074
Nigeria,From RDC,RDC,Air Charter,60,755,16172,21,0.36,75,10637, Nashik,7134
Zimbabwe,From RDC,RDC,Air,60,298,1743,5,0.1,31,2833,India,6980
Zimbabwe,From RDC,RDC,Truck,30,1087,14294,13,0.44,102,-871, Nashik,6420
Haiti,From RDC,RDC,Air,60,2581,9678,3,0.06,110,955,India,14446
Mozambique,From RDC,RDC,Truck,240,1822,3680,2,0.01,707,-174,India,6624
Uganda,From RDC,RDC,Air,60,500,1450,2,0.05,26,96,India,5524
Uganda,From RDC,RDC,Truck,30,112873,1366892,12,0.4,12838,110318, Nashik,4961
Uganda,From RDC,RDC,Air,30,4700,27166,5,0.19,680,2335,India,5524
South Africa,Direct Drop,DDP,Truck,60,22,282,12,0.21,3622,9181,India,8074
Uganda,Direct Drop,FCA,Air,60,417,2856,6,0.11,65,-113,Germany,5868
Vietnam,Direct Drop,EXW,Air,60,200,3148,15,0.26,22,2587, Nashik,3641
Zimbabwe,From RDC,RDC,Truck,60,76,224,2,0.05,248,-519,India,6980
South Africa,Direct Drop,DDP,Truck,120,4,110,27,0.23,3622,9181, Latina,7877
Côte d'Ivoire,From RDC,RDC,Truck,30,2000,7620,3,0.13,4026,14677,India,9091
Tanzania,Direct Drop,FCA,Air,120,9007,325693,36,0.3,2020,8169,Germany,6837
South Africa,Direct Drop,DDP,Truck,90,80,2666,33,0.37,3622,9181,India,8074
Tanzania,From RDC,RDC,Truck,60,102980,386175,3,0.06,5687,5010, Nashik,5091
South Africa,Direct Drop,DDP,Truck,30,1200,34631,28,0.96,3622,9181, Port Elizabeth,573
Vietnam,Direct Drop,EXW,Air,30,22512,146328,6,0.22,1775,4761, Nashik,3641
Uganda,Direct Drop,DDP,Air,120,150,11250,75,0.62,49,-525, Latina,4823
South Africa,Direct Drop,DDP,Air,30,25190,117637,4,0.16,2131,4886,India,8074
South Africa,Direct Drop,DDP,Truck,60,13,393,30,0.5,3622,9181,India,8074
Uganda,From RDC,RDC,Truck,30,32660,188774,5,0.19,2804,4050,India,5524
Vietnam,Direct Drop,EXW,Air,60,13000,84370,6,0.11,3622,9181, Nashik,3641
Nigeria,From RDC,RDC,Air,60,11569,109327,9,0.16,1072,7504,India,7633
Côte d'Ivoire,From RDC,RDC,Air,200,5900,8260,1,0.01,2093,4962,India,9091
Mozambique,From RDC,RDC,Air,60,2106,6402,3,0.05,113,-81,India,6624
Haiti,From RDC,RDC,Air,60,252,420,1,0.03,3622,9181,India,14446
South Africa,Direct Drop,DDP,Air,60,16383,47838,2,0.05,1935,4159,India,8074
Haiti,From RDC,RDC,Air,240,1069,2052,1,0.01,396,5036,India,14446
Rwanda,From RDC,RDC,Air,60,12000,157800,13,0.22,1239,27202, Nashik,5355
South Africa,Direct Drop,DDP,Truck,90,25,659,26,0.29,3622,9181,India,8074
Uganda,Direct Drop,EXW,Air,60,240,6261,26,0.43,25,-85,India,5524
Zambia,From RDC,RDC,Truck,60,10500,30975,2,0.05,537,5800,India,6906
Haiti,From RDC,RDC,Air,240,10000,21000,2,0.01,3720,42704,India,14446
Haiti,From RDC,RDC,Air,240,1628,3093,1,0.01,622,12122,India,14446
Côte d'Ivoire,From RDC,RDC,Air,30,2552,19497,7,0.25,182,2250,India,9091
South Africa,Direct Drop,DDP,Truck,60,25,1246,49,0.83,3622,9181,India,8074
South Africa,Direct Drop,DDP,Air,30,38890,304119,7,0.26,2649,2908,India,8074
Nigeria,From RDC,RDC,Air,60,760,7182,9,0.16,199,917,India,7633
Haiti,From RDC,RDC,Air,200,600,810,1,0.01,69,28153,India,14446
South Africa,Direct Drop,DDP,Truck,60,45,3471,77,1.29,3622,9181,India,8074
Haiti,Direct Drop,EXW,Ocean,60,2160,8532,3,0.07,3622,9181, Nashik,14325
South Africa,Direct Drop,DDP,Air,120,2965,106680,35,0.3,3622,9181,Germany,8973
Zimbabwe,From RDC,RDC,Truck,60,290000,1087500,3,0.06,16192,17090, Nashik,6420
Rwanda,From RDC,RDC,Truck,60,41250,93225,2,0.04,2295,3390,India,5921
South Africa,Direct Drop,DDP,Air,240,929,3390,3,0.02,3622,9181,India,8074
Zimbabwe,Direct Drop,CIP,Air,60,425,10837,25,0.42,3622,9181,France,7729
Vietnam,Direct Drop,FCA,Air,120,800,65760,82,0.68,208,2449,Germany,9157
South Africa,Direct Drop,DDP,Truck,60,6,38,6,0.11,3622,9181,Germany,8973
Nigeria,From RDC,RDC,Air,60,64,156,2,0.04,3,9181,India,7633
Vietnam,Direct Drop,EXW,Air,60,100,1750,17,0.29,2128,6784, Nashik,3641
Uganda,Direct Drop,EXW,Air,60,18216,40986,2,0.04,1863,5757,India,5524
"Congo, DRC",From RDC,RDC,Air,60,2825,10537,3,0.06,3622,9181,India,6583
Côte d'Ivoire,From RDC,RDC,Truck,30,1764,3951,2,0.07,3622,9181,India,9091
Côte d'Ivoire,From RDC,RDC,Air Charter,60,14081,116309,8,0.14,6410,23940,India,9091
Uganda,From RDC,RDC,Air,60,13000,113880,8,0.15,1051,5575, Nashik,4961
Haiti,From RDC,RDC,Air,30,1040,9172,8,0.29,3622,9181, Nashik,14325
South Africa,Direct Drop,DDP,Truck,240,517,2812,5,0.02,3622,9181,India,8074
Nigeria,From RDC,RDC,Air Charter,120,24470,726269,29,0.25,6808,20347,India,7633
Zambia,From RDC,RDC,Truck,60,2997,6773,2,0.04,2764,3356,India,6906
Nigeria,From RDC,RDC,Air Charter,60,105344,708965,6,0.11,10622,60850,India,7633
South Africa,Direct Drop,DDP,Air,60,300,3699,12,0.21,3622,9181,India,8074
Nigeria,From RDC,RDC,Air Charter,60,21347,113779,5,0.09,1554,2583,India,7633
Nigeria,From RDC,RDC,Air Charter,60,233,675,2,0.05,3622,9181,India,7633
Nigeria,From RDC,RDC,Air Charter,60,40230,458622,11,0.19,4531,29983,India,7633
Haiti,Direct Drop,FCA,Air,120,1865,36031,19,0.16,463,2222,Germany,7877
Haiti,From RDC,RDC,Air,120,2000,37800,18,0.16,457,4413,Germany,7877
Tanzania,Direct Drop,CIP,Air,30,3000,71010,23,0.79,363,-223,France,6771
Uganda,From RDC,RDC,Truck,100,45285,58870,1,0.01,8998,4458,India,5524
Côte d'Ivoire,From RDC,RDC,Truck,60,84900,660522,7,0.13,18204,35194, Nashik,8608
Côte d'Ivoire,From RDC,RDC,Air,120,4360,168950,38,0.32,3622,9181,India,9091
South Africa,Direct Drop,DDP,Truck,30,39,439,11,0.38,3622,9181,India,8074
Nigeria,From RDC,RDC,Air Charter,60,21200,49396,2,0.04,1012,11601,India,7633
Vietnam,Direct Drop,EXW,Air,60,20000,162000,8,0.13,4168,5717, Nashik,3641
Rwanda,Direct Drop,CIP,Air,30,72091,789396,10,0.36,6842,72790, Nashik,5355
Rwanda,Direct Drop,CIP,Air,30,59609,357057,5,0.2,4227,32008,India,5921
Haiti,From RDC,RDC,Air,240,3100,6045,1,0.01,1156,13661,India,14446
Nigeria,From RDC,RDC,Air,30,1566,3132,2,0.07,3622,9181,India,7633
Nigeria,From RDC,RDC,Air,240,4,10,2,0.01,3622,9181,India,7633
Zambia,From RDC,RDC,Truck,30,133000,1912540,14,0.48,15075,9809, Nashik,6339
Zambia,From RDC,RDC,Truck,30,19454,89488,4,0.15,3622,9181,India,6906
Uganda,From RDC,RDC,Air,30,1100,11000,10,0.33,3622,9181, Nashik,4961
South Africa,Direct Drop,DDP,Truck,30,6,91,15,0.51,3622,9181,India,8074
"Congo, DRC",From RDC,RDC,Air,30,120,660,5,0.18,3622,9181, Nashik,6020
Haiti,From RDC,RDC,Air,60,32129,97672,3,0.05,3622,9181,India,14446
Mozambique,From RDC,RDC,Truck,60,76000,541120,7,0.12,5597,799,India,6624
Nigeria,Direct Drop,CIP,Air,30,3991,201146,50,1.68,3622,9181, Haarlem,4754
Uganda,Direct Drop,EXW,Air,30,5080,85090,16,0.56,3622,9181,India,5524
South Africa,Direct Drop,DDP,Ocean,60,168711,416716,2,0.04,8183,11225,India,8074
South Africa,Direct Drop,DDP,Truck,30,1261,5063,4,0.13,3622,9181,India,8074
South Africa,Direct Drop,DDP,Air,60,10,100,10,0.17,3622,9181,France,8670
Nigeria,From RDC,RDC,Air Charter,60,150000,1287000,8,0.14,22942,25340,India,7633
Rwanda,From RDC,RDC,Air,30,700,1568,2,0.07,46,274,India,5921
South Africa,Direct Drop,DDP,Air,30,7000,113050,16,0.54,3622,9181,India,8074
Côte d'Ivoire,From RDC,RDC,Air,60,8640,129945,15,0.25,777,2274, Nashik,8608
Haiti,Direct Drop,EXW,Air,100,25,10000,400,4.0,60,498,Thailand,16167
Tanzania,From RDC,RDC,Air,30,4279,28113,6,0.22,259,553, Nashik,5091
Tanzania,Direct Drop,EXW,Air,60,32002,260816,8,0.14,4059,16997,India,5659
Côte d'Ivoire,From RDC,RDC,Truck,30,5800,23432,4,0.13,3622,9181, Nashik,8608
Mozambique,From RDC,RDC,Truck,60,109554,1229195,11,0.19,20316,24790,India,6624
South Africa,Direct Drop,DDP,Air,30,3710,60732,16,0.55,3622,9181,India,8074
Mozambique,From RDC,RDC,Truck,60,2151,14067,6,0.11,3622,9181,India,6624
Zambia,From RDC,RDC,Truck,60,16258,109904,6,0.11,2321,6317, Nashik,6339
South Africa,Direct Drop,DDP,Truck,30,200,9049,45,1.51,3622,9181, Port Elizabeth,573
Uganda,Direct Drop,CIP,Air,120,501,18036,36,0.3,151,-703, Latina,4823
Rwanda,Direct Drop,CIP,Air,60,1099,30222,27,0.46,113,511, Nashik,5355
Côte d'Ivoire,From RDC,RDC,Air,30,2200,16060,7,0.24,6587,7953, Nashik,8608
Côte d'Ivoire,Direct Drop,FCA,Air,336,300,11508,38,0.11,546,7956,France,4338
Mozambique,From RDC,RDC,Air,60,10800,102600,9,0.16,1020,998,India,6624
Haiti,From RDC,RDC,Air,60,28896,273067,9,0.16,3622,9181,India,14446
Tanzania,From RDC,RDC,Air,30,90000,342900,3,0.13,7867,20567,India,5659
Uganda,From RDC,RDC,Truck,30,120742,554205,4,0.15,3622,9181,India,5524
Tanzania,From RDC,RDC,Truck,60,9458,37832,4,0.07,3622,9181,India,5659
Haiti,Direct Drop,FCA,Air,60,300,2712,9,0.15,37,-29,Germany,7877
Haiti,From RDC,RDC,Air,60,10167,24807,2,0.04,487,5113,India,14446
South Africa,Direct Drop,DDP,Truck,120,47,971,20,0.17,3622,9181,Germany,8973
Mozambique,From RDC,RDC,Truck,60,14125,158482,11,0.19,3622,9181, Nashik,6074
Haiti,Direct Drop,CIP,Air,180,167,2832,16,0.09,47,-710, Haarlem,7467
Côte d'Ivoire,From RDC,RDC,Air,180,3027,28756,9,0.05,9248,24563, Haarlem,5009
Haiti,From RDC,RDC,Air,240,1000,1950,1,0.01,830,5555,India,14446
South Africa,Direct Drop,DDP,Truck,60,47,3625,77,1.29,3622,9181,India,8074
Côte d'Ivoire,Direct Drop,CIP,Air,60,4270,40565,9,0.16,3622,9181,France,4338
South Africa,Direct Drop,DDP,Ocean,30,113020,485986,4,0.14,8826,6609,India,8074
South Africa,Direct Drop,DDP,Truck,60,56,369,6,0.11,3622,9181,India,8074
Zambia,From RDC,RDC,Truck,30,132175,871033,6,0.22,3622,9181, Nashik,6339
Uganda,From RDC,RDC,Truck,120,917,28261,30,0.26,3622,9181,Germany,5868
Nigeria,From RDC,RDC,Air,30,15594,83583,5,0.18,3622,9181,India,7633
Haiti,From RDC,RDC,Air,30,19740,237077,12,0.4,2941,30051,India,14446
Mozambique,From RDC,RDC,Truck,60,15048,128660,8,0.14,1391,2525,India,6624
Vietnam,Direct Drop,FCA,Air,120,760,62472,82,0.68,188,88,Germany,9157
Uganda,From RDC,RDC,Air,120,60,2466,41,0.34,547,1437,Germany,5868
South Africa,Direct Drop,DDP,Truck,60,3,151,50,0.84,3622,9181, Latina,7877
Tanzania,From RDC,RDC,Air,60,2159,16667,7,0.13,454,2219,India,5659
Rwanda,From RDC,RDC,Air,90,1480,12224,8,0.09,187,1109,India,5921
Zimbabwe,From RDC,RDC,Truck,60,3345,27629,8,0.14,3622,9181,India,6980
Uganda,From RDC,RDC,Truck,30,13549,62189,4,0.15,1354,9181,India,5524
Nigeria,From RDC,RDC,Air Charter,60,41142,103266,2,0.04,2822,11601,India,7633
Nigeria,From RDC,RDC,Air Charter,60,9887,110932,11,0.19,20845,14322, Nashik,7134
Tanzania,From RDC,RDC,Truck,60,15003,219493,14,0.24,3622,9181, Nashik,5091
Nigeria,From RDC,RDC,Air Charter,60,5985,23940,4,0.07,576,29936,India,7633
Haiti,Direct Drop,EXW,Ocean,60,53010,344034,6,0.11,3622,9181, Nashik,14325
South Africa,Direct Drop,DDP,Truck,240,200,1208,6,0.03,3622,9181,India,8074
Vietnam,Direct Drop,FCA,Air,120,1080,88776,82,0.68,259,1985,Germany,9157
Nigeria,From RDC,RDC,Air Charter,30,12241,39293,3,0.11,828,2773,India,7633
Nigeria,From RDC,RDC,Air,60,46,114,2,0.04,2,-286,India,7633
South Africa,Direct Drop,DDP,Truck,30,7,137,19,0.66,3622,9181,India,8074
Vietnam,Direct Drop,EXW,Air,30,8400,85596,10,0.34,613,2247, Nashik,3641
South Africa,Direct Drop,DDP,Truck,240,4,20,5,0.02,3622,9181,India,8074
Tanzania,From RDC,RDC,Truck,30,10000,55000,5,0.18,3622,9181,India,5659
Tanzania,From RDC,RDC,Truck,30,24747,55433,2,0.07,1437,698,India,5659
South Africa,Direct Drop,DDP,Truck,30,9,19,2,0.07,3622,9181,India,8074
Uganda,From RDC,RDC,Air,30,8375,98406,11,0.39,3622,9181, Nashik,4961
South Africa,Direct Drop,DDP,Truck,60,26,597,23,0.38,3622,9181,India,8074
South Africa,Direct Drop,DDP,Truck,30,44,532,12,0.4,3622,9181,India,8074
Côte d'Ivoire,From RDC,RDC,Air,60,9599,28797,3,0.05,3622,9181,India,9091
Mozambique,From RDC,RDC,Truck,60,5280,59294,11,0.19,3622,9181,India,6624
South Africa,Direct Drop,DDP,Ocean,30,108129,489824,4,0.15,9280,14331,India,8074
Vietnam,Direct Drop,EXW,Air,60,8904,12465,1,0.02,429,1633,India,3157
Côte d'Ivoire,From RDC,RDC,Air,60,3996,6993,1,0.03,3622,9181,India,9091
Côte d'Ivoire,From RDC,RDC,Truck,30,3244,43761,13,0.45,288,922, Nashik,8608
Côte d'Ivoire,From RDC,RDC,Truck,30,1134,14912,13,0.44,121,76, Nashik,8608
Nigeria,From RDC,RDC,Air Charter,60,1700,19074,11,0.19,224,5147,India,7633
Rwanda,Direct Drop,EXW,Air,60,46530,581159,12,0.21,4810,26894, Nashik,5355
Nigeria,From RDC,RDC,Air Charter,60,1,7,7,0.13,3622,9181,India,7633
South Africa,Direct Drop,DDP,Truck,60,191,1261,6,0.11,3622,9181,India,8074
Tanzania,From RDC,RDC,Air,60,3529,9634,2,0.05,3622,9181,India,5659
Haiti,From RDC,RDC,Air,60,4520,6328,1,0.02,418,3692,India,14446
Haiti,From RDC,RDC,Air,60,230,384,1,0.03,3622,9181,India,14446
South Africa,Direct Drop,DDP,Air,200,3000,5970,1,0.01,3622,9181,India,8074
Rwanda,Direct Drop,EXW,Ocean,60,37350,438862,11,0.2,3860,58186, Nashik,5355
Uganda,Direct Drop,EXW,Air,60,2335,18773,8,0.13,237,488,India,5524
South Africa,Direct Drop,DDP,Truck,30,12,339,28,0.94,3622,9181,India,8074
Mozambique,From RDC,RDC,Truck,60,2106,5138,2,0.04,3545,2599,India,6624
South Africa,Direct Drop,DDP,Truck,120,62,1549,24,0.21,3622,9181,Germany,8973
Nigeria,From RDC,RDC,Air Charter,60,793,4226,5,0.09,3622,9181,India,7633
Mozambique,From RDC,RDC,Air,240,338,7114,21,0.09,9006,8869,India,6624
Nigeria,From RDC,RDC,Air Charter,30,77386,447291,5,0.19,3622,9181,India,7633
South Africa,Direct Drop,DDP,Air,200,180,210,1,0.01,3622,9181,France,8670
South Africa,Direct Drop,DDP,Truck,60,1350,6979,5,0.09,3622,9181,France,8670
Haiti,From RDC,RDC,Air,60,53220,386909,7,0.12,3622,9181, Nashik,14325
Uganda,Direct Drop,CIP,Air,30,50,917,18,0.61,2,-622,France,5796
Rwanda,Direct Drop,EXW,Air,30,16585,298530,18,0.6,3622,9181,India,5921
Zambia,From RDC,RDC,Truck,30,107000,1538660,14,0.48,3622,9181, Nashik,6339
Tanzania,From RDC,RDC,Truck,60,23964,95856,4,0.07,3622,9181,India,5659
Nigeria,From RDC,RDC,Air Charter,30,31000,364250,11,0.39,2501,9181, Nashik,7134
South Africa,Direct Drop,DDP,Truck,60,18,911,50,0.84,3622,9181, Latina,7877
Mozambique,From RDC,RDC,Truck,60,173309,1405535,8,0.14,3622,9181,India,6624
Haiti,Direct Drop,FCA,Air,60,240,1644,6,0.11,30,-123,Germany,7877
South Africa,Direct Drop,DDP,Truck,240,31,244,7,0.03,3622,9181,India,8074
Côte d'Ivoire,Direct Drop,EXW,Air,60,712,10680,15,0.25,147,836,India,9091
Uganda,Direct Drop,EXW,Air,30,1000,18000,18,0.6,132,329,India,5524
Zimbabwe,From RDC,RDC,Truck,60,76000,562400,7,0.12,3622,9181,India,6980
Nigeria,From RDC,RDC,Air,336,2,76,38,0.11,3622,9181,France,4142
Uganda,Direct Drop,FCA,Air,60,579,3966,6,0.11,83,-200,Germany,5868
Nigeria,From RDC,RDC,Air,30,6000,27600,4,0.15,514,9181,India,7633
Nigeria,From RDC,RDC,Air Charter,30,3598,42276,11,0.39,290,9181, Nashik,7134
Nigeria,Direct Drop,EXW,Air,30,37927,853357,22,0.75,5059,24732, Nashik,7134
Nigeria,From RDC,RDC,Air Charter,60,20,122,6,0.1,2,9181,India,7633
Nigeria,From RDC,RDC,Air Charter,60,29980,233244,7,0.13,2721,26441, Nashik,7134
Uganda,From RDC,RDC,Air,60,3930,80565,20,0.34,3622,9181,India,5524
Côte d'Ivoire,Direct Drop,FCA,Air,120,16695,562621,33,0.28,4113,29130,Germany,5008
Vietnam,Direct Drop,FCA,Air,120,1010,83022,82,0.68,255,7227,Germany,9157
"Congo, DRC",From RDC,RDC,Air,60,715,8029,11,0.19,1630,17387,India,6583
Uganda,From RDC,RDC,Air,30,39600,219384,5,0.18,3622,9181, Nashik,4961
Tanzania,From RDC,RDC,Truck,60,80322,312452,3,0.06,3622,9181, Nashik,5091
Nigeria,From RDC,RDC,Air Charter,60,11661,132935,11,0.19,1311,10492,India,7633
Haiti,From RDC,RDC,Air,240,2000,3940,1,0.01,4213,37515,India,14446
Nigeria,From RDC,RDC,Air Charter,30,100000,638000,6,0.21,8850,28780, Nashik,7134
Tanzania,From RDC,RDC,Truck,60,19389,38778,2,0.03,1293,3916,India,5659
"Congo, DRC",From RDC,RDC,Air,30,568,2022,3,0.12,3622,9181,India,6583
South Africa,Direct Drop,DDP,Truck,60,18,405,22,0.38,3622,9181,India,8074
