,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,mfg_site,weight,freight_cost,location,distance
2706,Haiti,Direct Drop,EXW,Air,60,3024,11944.8,3.95,0,Mylan (formerly Matrix) Nashik,140,1694.3, Nashik,14325
2707,South Africa,Direct Drop,DDP,Truck,60,33,650.7,19.72,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2708,Vietnam,Direct Drop,EXW,Air,60,11507,20367.39,1.77,0,"Micro labs, Verna, Goa, India",539,1666.35,India,3157
2709,South Africa,Direct Drop,DDP,Truck,60,50,3857.34,77.15,1,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2710,South Africa,Direct Drop,DDP,Truck,60,37,1874.52,50.66,0,"Janssen-Cilag, Latina, IT",Weight Captured Separately,Freight Included in Commodity Cost, Latina,7877
2711,South Africa,Direct Drop,DDP,Truck,120,3500,152545.53,43.58,0,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Freight Included in Commodity Cost,Germany,8973
2712,South Africa,Direct Drop,DDP,Truck,60,86,6545.32,76.11,1,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2713,Rwanda,Direct Drop,EXW,Air,240,6821,10299.71,1.51,0,"Aurobindo Unit III, India",2686,Freight Included in Commodity Cost,India,5921
2714,South Africa,Direct Drop,DDP,Ocean,30,137130,911914.5,6.65,0,"Aurobindo Unit III, India",45800,9726.53,India,8074
2715,South Africa,Direct Drop,DDP,Truck,60,3,64.23,21.41,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2716,Vietnam,Direct Drop,EXW,Air,60,12100,98010.0,8.1,0,Mylan (formerly Matrix) Nashik,1685,3251.35, Nashik,3641
2717,Côte d'Ivoire,Direct Drop,EXW,Air,30,2000,15160.0,7.58,0,"Aurobindo Unit III, India",150,1789.85,India,9091
2718,South Africa,Direct Drop,DDP,Truck,30,3,91.69,30.56,1,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2719,Haiti,Direct Drop,EXW,Air,30,1764,3951.36,2.24,0,"Aurobindo Unit III, India",106,1615.07,India,14446
2720,South Africa,Direct Drop,DDP,Ocean,30,28907,192231.55,6.65,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2721,South Africa,Direct Drop,DDP,Ocean,60,92887,678075.1,7.3,0,"Aurobindo Unit III, India",4810,6599.86,India,8074
2722,South Africa,Direct Drop,DDP,Truck,30,5000,177172.11,35.43,1,Mylan (formerly Matrix) Nashik,Weight Captured Separately,Freight Included in Commodity Cost, Nashik,7527
2723,Vietnam,Direct Drop,FCA,Air,120,320,26304.0,82.2,0,ABBVIE Ludwigshafen Germany,88,823.94,Germany,9157
2724,Tanzania,Direct Drop,EXW,Air,60,20172,109533.96,5.43,0,"Aurobindo Unit III, India",1104,5765.11,India,5659
2725,Rwanda,Direct Drop,CIP,Air,240,9565,18651.75,1.95,0,"Cipla, Goa, India",6490,3010.89,India,5921
2726,Haiti,Direct Drop,CIP,Air,180,420,7123.2,16.96,0,"MSD, Haarlem, NL",Weight Captured Separately,Freight Included in Commodity Cost, Haarlem,7467
2727,South Africa,Direct Drop,DDP,Air,60,38341,111955.72,2.92,0,"Aurobindo Unit III, India",4522,6369.8,India,8074
2728,Vietnam,Direct Drop,EXW,Air,30,40593,452611.95,11.15,0,Mylan (formerly Matrix) Nashik,4585,6881.65, Nashik,3641
2729,South Africa,Direct Drop,DDP,Ocean,60,19836,167019.12,8.42,0,"Aurobindo Unit III, India",1820,698,India,8074
2730,South Africa,Direct Drop,DDP,Truck,60,104,2036.11,19.58,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2731,Vietnam,Direct Drop,FCA,Air,120,1922,116896.04,60.82,0,ABBVIE Ludwigshafen Germany,467,1842.23,Germany,9157
2732,South Africa,Direct Drop,DDP,Truck,60,2600,16744.82,6.44,0,GSK Cape Town Factory (South Africa),Weight Captured Separately,Freight Included in Commodity Cost,South Africa,0
2733,South Africa,Direct Drop,DDP,Truck,240,124,3352.74,27.04,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2734,Zimbabwe,Direct Drop,EXW,Air,60,48127,95772.73,1.99,0,Mylan (formerly Matrix) Nashik,2383,18232.17, Nashik,6420
2735,"Congo, DRC",Direct Drop,EXW,Air,60,3974,6835.28,1.72,0,"Micro labs, Verna, Goa, India",209,3743.84,India,6583
2736,Mozambique,Direct Drop,EXW,Air,60,18025,52633.0,2.92,0,"Strides, Bangalore, India.",1139,4683.02,India,6624
2737,Haiti,Direct Drop,EXW,Air,30,58,232.0,4.0,0,Mylan (formerly Matrix) Nashik,19,1274.35, Nashik,14325
2738,Côte d'Ivoire,Direct Drop,EXW,Air,30,1461,33603.0,23.0,0,"Aurobindo Unit III, India",154,2986.16,India,9091
2739,Uganda,Direct Drop,CIP,Air,120,841,56010.6,66.6,0,"Aspen-OSD, Port Elizabeth, SA",169,359.53, Port Elizabeth,3989
2740,Uganda,Direct Drop,EXW,Air,60,1560,12542.4,8.04,0,"Aurobindo Unit III, India",166,1488.99,India,5524
2741,South Africa,Direct Drop,DDP,Ocean,60,515000,1251450.0,2.43,0,"Strides, Bangalore, India.",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2742,South Africa,Direct Drop,DDP,Truck,30,11,240.14,21.83,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2743,South Africa,Direct Drop,DDP,Truck,60,2,10.34,5.17,0,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Freight Included in Commodity Cost,Germany,8973
2744,Rwanda,Direct Drop,CIP,Air,60,672,2466.24,3.67,0,"Cipla, Goa, India",49,221.96,India,5921
2745,Vietnam,Direct Drop,EXW,Air,30,4500,29025.0,6.45,0,"Cipla, Goa, India",320,4890.38,India,3157
2746,South Africa,Direct Drop,DDP,Air,60,52379,132518.87,2.53,0,"Aurobindo Unit III, India",2512,4116.82,India,8074
2747,Vietnam,Direct Drop,EXW,Air,30,63421,272710.3,4.3,0,Mylan (formerly Matrix) Nashik,5101,13241.08, Nashik,3641
2748,South Africa,Direct Drop,DDP,Truck,240,300,2040.28,6.8,0,GSK Mississauga (Canada),Weight Captured Separately,Freight Included in Commodity Cost,Canada,15035
2749,South Africa,Direct Drop,DDP,Truck,60,88,1722.87,19.58,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2750,Uganda,Direct Drop,DDP,Air,120,83,6811.81,82.07,0,"Janssen-Cilag, Latina, IT",16,375, Latina,4823
2751,Vietnam,Direct Drop,EXW,Air,60,12937,29755.1,2.3,0,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",875,2181.91,India,3157
2752,Vietnam,Direct Drop,EXW,Air,90,298,1317.16,4.42,0,"Micro labs, Verna, Goa, India",See ASN-17673 (ID#:36978),See ASN-17673 (ID#:36978),India,3157
2753,Vietnam,Direct Drop,EXW,Air,60,24000,264000.0,11.0,0,"Strides, Bangalore, India.",2769,10546.68,India,3157
2754,South Africa,Direct Drop,DDP,Air,60,10000,172800.0,17.28,0,"Cipla, Patalganga, India",1087,2531.3,India,8074
2755,South Africa,Direct Drop,DDP,Air,30,34044,158985.48,4.67,0,"Aurobindo Unit III, India",2892,6105.79,India,8074
2756,Uganda,Direct Drop,EXW,Air,30,9235,166230.0,18.0,0,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",1197,5375.13,India,5524
2757,South Africa,Direct Drop,DDP,Truck,30,30,445.57,14.85,0,Mylan (formerly Matrix) Nashik,Weight Captured Separately,Freight Included in Commodity Cost, Nashik,7527
2758,South Africa,Direct Drop,DDP,Truck,240,517,2812.74,5.44,0,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2759,South Africa,Direct Drop,DDP,Truck,30,11,370.96,33.72,1,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2760,Vietnam,Direct Drop,EXW,Air,60,11000,58850.0,5.35,0,"Strides, Bangalore, India.",3828,15089.11,India,3157
2761,Zimbabwe,Direct Drop,EXW,Air,60,814,0.01,0.0,0,Mylan (formerly Matrix) Nashik,60,1344.94, Nashik,6420
2762,Côte d'Ivoire,Direct Drop,FCA,Ocean,120,1573,48479.86,30.82,0,ABBVIE Ludwigshafen Germany,393,40289,Germany,5008
2763,South Africa,Direct Drop,DDP,Truck,30,26,777.92,29.92,1,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2764,South Africa,Direct Drop,DDP,Air,240,11980,37737.0,3.15,0,"Aurobindo Unit III, India",4621,4762.44,India,8074
2765,Haiti,Direct Drop,EXW,Ocean,60,37680,288252.0,7.65,0,"Aurobindo Unit III, India",See ASN-16560 (ID#:29734),See ASN-16560 (ID#:29734),India,14446
2766,Uganda,Direct Drop,EXW,Air,100,700,910.0,1.3,0,"Aurobindo Unit III, India",Weight Captured Separately,Invoiced Separately,India,5524
2767,Haiti,Direct Drop,EXW,Air,30,5000,100000.0,20.0,0,Mylan (formerly Matrix) Nashik,1189,7296.97, Nashik,14325
2768,Uganda,Direct Drop,FCA,Air,120,120,4339.2,36.16,0,ABBVIE Ludwigshafen Germany,36,1025.69,Germany,5868
2769,South Africa,Direct Drop,DDP,Truck,30,7242,148900.86,20.56,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2770,Nigeria,Direct Drop,FCA,Air,60,5360,31838.4,5.94,0,ABBVIE Ludwigshafen Germany,619,5506.01,Germany,4614
2771,South Africa,Direct Drop,DDP,Ocean,30,100000,235000.0,2.35,0,"Aurobindo Unit III, India",5634,17819.74,India,8074
2772,South Africa,Direct Drop,DDP,Ocean,60,38400,107136.0,2.79,0,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2773,South Africa,Direct Drop,DDP,Air,30,54247,424211.54,7.82,0,"Cipla, Goa, India",3728,3646.13,India,8074
2774,South Africa,Direct Drop,DDP,Truck,120,33,844.57,25.59,0,"Janssen-Cilag, Latina, IT",Weight Captured Separately,Freight Included in Commodity Cost, Latina,7877
2775,South Africa,Direct Drop,DDP,Truck,30,8,122.18,15.27,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2776,South Africa,Direct Drop,DDP,Ocean,60,164,1380.88,8.42,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2777,Vietnam,Direct Drop,FCA,Air,30,187,4349.62,23.26,0,ABBVIE Ludwigshafen Germany,16,958.85,Germany,9157
2778,South Africa,Direct Drop,DDP,Truck,30,10,234.38,23.44,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2779,Vietnam,Direct Drop,EXW,Air,60,5964,51350.04,8.61,0,"Aurobindo Unit III, India",See ASN-5131 (ID#:25886),See ASN-5131 (ID#:25886),India,3157
2780,Vietnam,Direct Drop,FCA,Air,120,1720,141384.0,82.2,0,ABBVIE Ludwigshafen Germany,424,10296.99,Germany,9157
2781,Mozambique,Direct Drop,CIP,Air,60,50,2700.0,54.0,0,"Janssen-Cilag, Latina, IT",Weight Captured Separately,Freight Included in Commodity Cost, Latina,7096
2782,Vietnam,Direct Drop,FCA,Air,120,1785,146727.0,82.2,0,ABBVIE Ludwigshafen Germany,266,6937.66,Germany,9157
2783,South Africa,Direct Drop,DDP,Ocean,30,87018,394191.54,4.53,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2784,Vietnam,Direct Drop,EXW,Air,60,2231,4685.1,2.1,0,Mylan (formerly Matrix) Nashik,See ASN-18408 (ID#:21705),See ASN-18408 (ID#:21705), Nashik,3641
2785,Vietnam,Direct Drop,FCA,Air,120,1575,129465.0,82.2,0,ABBVIE Ludwigshafen Germany,382,5528.41,Germany,9157
2786,Vietnam,Direct Drop,FCA,Air,30,300,6978.0,23.26,0,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Invoiced Separately,Germany,9157
2787,South Africa,Direct Drop,DDP,Air,240,11668,35004.0,3.0,0,"Aurobindo Unit III, India",4396,3283.59,India,8074
2788,South Africa,Direct Drop,DDP,Truck,60,18,911.9,50.66,0,"Janssen-Cilag, Latina, IT",Weight Captured Separately,Freight Included in Commodity Cost, Latina,7877
2789,Vietnam,Direct Drop,EXW,Air,60,2400,5640.0,2.35,0,"Strides, Bangalore, India.",726,7388.14,India,3157
2790,Haiti,Direct Drop,FCA,Air,60,272,1863.2,6.85,0,ABBVIE Ludwigshafen Germany,37,722.35,Germany,7877
2791,Rwanda,Direct Drop,EXW,Air,60,1592,12799.68,8.04,0,"Aurobindo Unit III, India",167,1923.14,India,5921
2792,South Africa,Direct Drop,DDP,Truck,60,19,243.66,12.82,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2793,South Africa,Direct Drop,DDP,Truck,240,36,987.14,27.42,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2794,South Africa,Direct Drop,DDP,Truck,60,275,4974.52,18.09,0,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2795,South Africa,Direct Drop,DDP,Ocean,60,10817,29422.24,2.72,0,"Cipla, Goa, India",1172,19007.72,India,8074
2796,Uganda,Direct Drop,CIP,Air,60,223,20404.5,91.5,1,"MSD, Haarlem, NL",21,761, Haarlem,6190
2797,South Africa,Direct Drop,DDP,Ocean,60,185954,459306.38,2.47,0,"Strides, Bangalore, India.",9019,13677.68,India,8074
2798,Haiti,Direct Drop,EXW,Air,100,120,540.0,4.5,0,"Aurobindo Unit III, India",9,820.56,India,14446
2799,South Africa,Direct Drop,DDP,Truck,60,20,256.48,12.82,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2800,Vietnam,Direct Drop,FCA,Air,30,400,9304.0,23.26,0,ABBVIE Ludwigshafen Germany,See ASN-33152 (ID#:38571),See ASN-33152 (ID#:38571),Germany,9157
2801,Uganda,Direct Drop,EXW,Air,30,1558,35055.0,22.5,0,Mylan (formerly Matrix) Nashik,195,3387.72, Nashik,4961
2802,South Africa,Direct Drop,DDP,Truck,30,20,66.33,3.32,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2803,Haiti,Direct Drop,EXW,Air,240,2064,2951.52,1.43,0,"Aurobindo Unit III, India",751,5754.16,India,14446
2804,South Africa,Direct Drop,DDP,Truck,120,1,25.59,25.59,0,"Janssen-Cilag, Latina, IT",Weight Captured Separately,Freight Included in Commodity Cost, Latina,7877
2805,Côte d'Ivoire,Direct Drop,EXW,Air,60,3900,7215.0,1.85,0,"Cipla, Patalganga, India",321,3740.01,India,9091
2806,South Africa,Direct Drop,DDP,Air,60,32070,81137.1,2.53,0,"Aurobindo Unit III, India",1727,1791.42,India,8074
2807,Haiti,Direct Drop,EXW,Ocean,30,96,431.04,4.49,0,Mylan (formerly Matrix) Nashik,See ASN-16472 (ID#:20383),See ASN-16472 (ID#:20383), Nashik,14325
2808,South Africa,Direct Drop,DDP,Truck,60,114,7956.64,69.8,1,"Cipla, Patalganga, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2809,Haiti,Direct Drop,EXW,Air,240,936,1825.2,1.95,0,"Cipla, Goa, India",Weight Captured Separately,Invoiced Separately,India,14446
2810,South Africa,Direct Drop,DDP,Air,240,11628,34884.0,3.0,0,"Aurobindo Unit III, India",4382,2154.52,India,8074
2811,South Africa,Direct Drop,DDP,Air,30,11574,90508.68,7.82,0,"Cipla, Goa, India",793,916.22,India,8074
2812,South Africa,Direct Drop,DDP,Truck,30,13,283.8,21.83,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2813,South Africa,Direct Drop,DDP,Truck,60,6,366.99,61.16,1,"MSD, Haarlem, NL",Weight Captured Separately,Freight Included in Commodity Cost, Haarlem,9211
2814,Uganda,Direct Drop,EXW,Ocean,60,165179,1072011.71,6.49,0,Mylan (formerly Matrix) Nashik,37127,33981.11, Nashik,4961
2815,Vietnam,Direct Drop,EXW,Air,60,20000,162000.0,8.1,0,Mylan (formerly Matrix) Nashik,4168,6717.79, Nashik,3641
2816,Tanzania,Direct Drop,FCA,Air,120,20000,674000.0,33.7,0,ABBVIE Ludwigshafen Germany,4727,21584.02,Germany,6837
2817,Rwanda,Direct Drop,CIP,Air,30,4560,62335.2,13.67,0,Mylan (formerly Matrix) Nashik,561,5610.17, Nashik,5355
2818,South Africa,Direct Drop,DDP,Ocean,60,57925,157556.0,2.72,0,"Cipla, Goa, India",6220,7175.28,India,8074
2819,Vietnam,Direct Drop,EXW,Air,60,15624,22654.8,1.45,0,"Aurobindo Unit III, India",1056,2160.52,India,3157
2820,South Africa,Direct Drop,DDP,Truck,60,265,4896.7,18.48,0,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2821,Uganda,Direct Drop,FCA,Air,60,429,2938.65,6.85,0,ABBVIE Ludwigshafen Germany,62,1060.22,Germany,5868
2822,South Africa,Direct Drop,DDP,Truck,30,5000,185776.9,37.16,1,Mylan (formerly Matrix) Nashik,Weight Captured Separately,Freight Included in Commodity Cost, Nashik,7527
2823,South Africa,Direct Drop,DDP,Ocean,60,76554,181432.98,2.37,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2824,South Africa,Direct Drop,DDP,Truck,60,2000,19410.49,9.71,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2825,South Africa,Direct Drop,DDP,Ocean,30,54008,349431.76,6.47,0,"Cipla, Goa, India",3658,12796.59,India,8074
2826,South Africa,Direct Drop,DDP,Truck,240,42,870.41,20.72,0,GSK Mississauga (Canada),Weight Captured Separately,Freight Included in Commodity Cost,Canada,15035
2827,Uganda,Direct Drop,CIP,Air,60,390,21645.0,55.5,0,"MSD, Haarlem, NL",39,433, Haarlem,6190
2828,South Africa,Direct Drop,DDP,Truck,30,29672,524304.06,17.67,0,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2829,South Africa,Direct Drop,DDP,Truck,60,12,789.03,65.75,1,"MSD, Haarlem, NL",Weight Captured Separately,Freight Included in Commodity Cost, Haarlem,9211
2830,South Africa,Direct Drop,DDP,Truck,60,50,3857.34,77.15,1,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2831,South Africa,Direct Drop,DDP,Truck,60,8,121.46,15.18,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
2832,Uganda,Direct Drop,CIP,Air,120,287,19114.2,66.6,0,"Aspen-OSD, Port Elizabeth, SA",See ASN-22706 (ID#:46447),See ASN-22706 (ID#:46447), Port Elizabeth,3989
2833,South Africa,Direct Drop,DDP,Truck,60,32,790.81,24.71,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2834,South Africa,Direct Drop,DDP,Ocean,60,70030,513319.9,7.33,0,"Aurobindo Unit III, India",3534,17919.41,India,8074
2835,South Africa,Direct Drop,DDP,Truck,30,6,91.48,15.25,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2836,South Africa,Direct Drop,DDP,Truck,240,191,4145.72,21.71,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2837,Rwanda,Direct Drop,FCA,Air,60,110,753.5,6.85,0,ABBVIE Ludwigshafen Germany,43,1046.02,Germany,6174
2838,Côte d'Ivoire,Direct Drop,CIP,Air,30,6960,350784.0,50.4,1,"MSD, Haarlem, NL",Weight Captured Separately,Freight Included in Commodity Cost, Haarlem,5009
2839,South Africa,Direct Drop,DDP,Ocean,30,124312,826674.8,6.65,0,"Aurobindo Unit III, India",11603,10748.8,India,8074
2840,Vietnam,Direct Drop,EXW,Air,60,7000,56700.0,8.1,0,Mylan (formerly Matrix) Nashik,974,1069.31, Nashik,3641
2841,South Africa,Direct Drop,DDP,Truck,30,4910,18698.88,3.81,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2842,South Africa,Direct Drop,DDP,Truck,90,46,1196.97,26.02,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2843,South Africa,Direct Drop,DDP,Truck,30,30,846.07,28.2,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
2844,South Africa,Direct Drop,DDP,Truck,30,8,136.19,17.02,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2845,Vietnam,Direct Drop,EXW,Air,60,151,2399.39,15.89,0,Mylan (formerly Matrix) Nashik,749,7488.39, Nashik,3641
2846,Vietnam,Direct Drop,EXW,Air,60,10416,15103.2,1.45,0,"Aurobindo Unit III, India",See ASN-6266 (ID#:15368),See ASN-6266 (ID#:15368),India,3157
2847,Zambia,Direct Drop,EXW,Air,60,6160,40040.0,6.5,0,Mylan (formerly Matrix) Nashik,356,2543.67, Nashik,6339
2848,South Africa,Direct Drop,DDP,Truck,30,11,332.32,30.21,1,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2849,Uganda,Direct Drop,EXW,Air,30,168,336.0,2.0,0,"Micro labs, Verna, Goa, India",8,1021.34,India,5524
2850,South Africa,Direct Drop,DDP,Ocean,30,82500,565950.0,6.86,0,"Cipla, Goa, India",5624,7378.63,India,8074
2851,South Africa,Direct Drop,DDP,Truck,30,58,1068.21,18.42,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2852,South Africa,Direct Drop,DDP,Truck,30,6,85.3,14.22,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2853,Rwanda,Direct Drop,CIP,Air,30,250,2.5,0.01,0,"Aurobindo Unit III, India",24,280.23,India,5921
2854,South Africa,Direct Drop,DDP,Truck,240,36,228.01,6.33,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2855,Haiti,Direct Drop,EXW,Air,120,740,27750.0,37.5,0,"Aurobindo Unit III, India",203,2228.92,India,14446
