,index,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,mfg_site,weight,freight_cost,location,distance,fair_cost
1971,3574,Vietnam,Direct Drop,EXW,Air,60,8738,20534.3,2.35,0.04,"Strides, Bangalore, India.",420.0,6683.69,India,3157.0,1354.15
1972,3575,Tanzania,Direct Drop,EXW,Air,30,60757,200498.1,3.3,0.11,"Aurobindo Unit III, India",5215.0,20136.28,India,5659.0,29511.69
1973,3576,Haiti,Direct Drop,EXW,Ocean,30,2688,4193.28,1.56,0.05,"Aurobindo Unit III, India",154.0,2520.54,India,14446.0,2139.12
1974,3578,Vietnam,Direct Drop,EXW,Air,60,336,2436.0,7.25,0.12,"Aurobindo Unit III, India",19.0,8495.83,India,3157.0,59.57
1975,3579,Côte d'Ivoire,Direct Drop,EXW,Air,30,1800,45000.0,25.0,0.83,Mylan (formerly Matrix) Nashik,225.0,3109.21, Nashik,8608.0,1929.05
1976,3582,Haiti,Direct Drop,EXW,Air,60,3192,6703.2,2.1,0.04,Mylan (formerly Matrix) Nashik,157.0,2010.69, Nashik,14325.0,2570.31
1977,3584,Vietnam,Direct Drop,EXW,Air,60,13020,18879.0,1.45,0.02,"Aurobindo Unit III, India",861.0,1872.53,India,3157.0,2249.53
1978,3585,Rwanda,Direct Drop,CIP,Air,30,20700,226665.0,10.95,0.36,Mylan (formerly Matrix) Nashik,1795.0,21340.35, Nashik,5355.0,9480.55
1979,3586,South Africa,Direct Drop,DDP,Air,60,75048,557606.64,7.43,0.12,"Aurobindo Unit III, India",4023.0,3315.23,India,8074.0,31476.21
1980,3588,Vietnam,Direct Drop,EXW,Air,60,6493,11492.61,1.77,0.03,"Micro labs, Verna, Goa, India",301.0,1457.92,India,3157.0,966.36
1981,3596,Vietnam,Direct Drop,EXW,Air,60,42000,461580.0,10.99,0.18,Mylan (formerly Matrix) Nashik,5941.0,19632.73, Nashik,3641.0,21257.21
1982,3597,Vietnam,Direct Drop,EXW,Air,60,1966,4423.5,2.25,0.04,Mylan (formerly Matrix) Nashik,91.0,1143.04, Nashik,3641.0,353.42
1983,3601,Uganda,Direct Drop,FCA,Air,120,110,3977.6,36.16,0.3,ABBVIE Ludwigshafen Germany,33.0,995.22,Germany,5868.0,192.79
1984,3603,Vietnam,Direct Drop,FCA,Air,120,760,62472.0,82.2,0.68,ABBVIE Ludwigshafen Germany,188.0,1088.79,Germany,9157.0,1708.95
1985,3604,Haiti,Direct Drop,FCA,Air,60,45,406.8,9.04,0.15,ABBVIE Ludwigshafen Germany,13.0,928.11,Germany,7877.0,101.95
1986,3606,South Africa,Direct Drop,DDP,Ocean,30,77473,515195.45,6.65,0.22,"Aurobindo Unit III, India",7228.0,8809.08,India,8074.0,57920.08
1987,3608,"Congo, DRC",Direct Drop,EXW,Air,60,10000,81000.0,8.1,0.13,"Cipla, Goa, India",1463.0,12498.65,India,6583.0,9274.23
1988,3609,South Africa,Direct Drop,DDP,Ocean,30,58143,386650.95,6.65,0.22,"Aurobindo Unit III, India",5427.0,7905.96,India,8074.0,43488.14
1989,3613,South Africa,Direct Drop,DDP,Ocean,60,33207,242411.1,7.3,0.12,"Aurobindo Unit III, India",1720.0,3787.71,India,8074.0,13697.04
1990,3615,Vietnam,Direct Drop,EXW,Air,30,31579,135789.7,4.3,0.14,Mylan (formerly Matrix) Nashik,2585.0,11617.57, Nashik,3641.0,9193.1
1991,3616,Uganda,Direct Drop,EXW,Air,30,196,439.04,2.24,0.07,"Aurobindo Unit III, India",12.0,917.35,India,5524.0,62.14
1992,3617,South Africa,Direct Drop,DDP,Air,240,10000,31500.0,3.15,0.01,"Aurobindo Unit III, India",3869.0,4088.43,India,8074.0,23800.61
1993,3618,Rwanda,Direct Drop,CIP,Air,120,4240,158406.4,37.36,0.31,"Aurobindo Unit III, India",1048.0,14256.58,India,5921.0,6178.63
1994,3619,Vietnam,Direct Drop,EXW,Air,60,20970,222282.0,10.6,0.18,"Strides, Bangalore, India.",2447.0,2673.82,India,3157.0,7870.94
1995,3620,Zambia,Direct Drop,EXW,Air,60,34165,76871.25,2.25,0.04,"Aurobindo Unit III, India",3503.0,19461.76,India,6906.0,25804.5
1996,3622,Uganda,Direct Drop,EXW,Ocean,60,9888,64173.12,6.49,0.11,Mylan (formerly Matrix) Nashik,858.0,10833.06, Nashik,4961.0,4328.68
1997,3623,South Africa,Direct Drop,DDP,Ocean,240,20000,185600.0,9.28,0.04,GSK Mississauga (Canada),7670.0,7175.68,Canada,15035.0,119294.95
1998,3627,Vietnam,Direct Drop,EXW,Air,60,23040,146995.2,6.38,0.11,"Cipla, Goa, India",9.0,4620.03,India,3157.0,29.39
1999,3629,Tanzania,Direct Drop,EXW,Air,30,5000,28700.0,5.74,0.19,Mylan (formerly Matrix) Nashik,449.0,2865.22, Nashik,5091.0,2269.93
2000,3630,Côte d'Ivoire,Direct Drop,EXW,Air,30,2100,42000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,293.0,3169.34, Nashik,8608.0,2534.75
2001,3631,Uganda,Direct Drop,FCA,Air,120,160,5785.6,36.16,0.3,ABBVIE Ludwigshafen Germany,47.0,1238.94,Germany,5868.0,274.58
2002,3632,Uganda,Direct Drop,CIP,Air,60,168,9324.0,55.5,0.92,"MSD, Haarlem, NL",35.0,886.0, Haarlem,6190.0,215.48
2003,3637,Côte d'Ivoire,Direct Drop,CIP,Air,60,1888,17936.0,9.5,0.16,"BMS Meymac, France",368.0,824.37,France,4338.0,1613.19
2004,3638,Vietnam,Direct Drop,EXW,Air,30,252,3276.0,13.0,0.43,"Aurobindo Unit III, India",17.0,436.62,India,3157.0,53.26
2005,3639,South Africa,Direct Drop,DDP,Ocean,30,22920,54778.8,2.39,0.08,"Aurobindo Unit III, India",1291.0,4429.37,India,8074.0,10467.15
2006,3640,Zimbabwe,Direct Drop,EXW,Ocean,60,204713,736966.8,3.6,0.06,Mylan (formerly Matrix) Nashik,11430.0,22059.25, Nashik,6420.0,73380.6
2007,3641,Vietnam,Direct Drop,EXW,Air,60,24349,267839.0,11.0,0.18,"Strides, Bangalore, India.",2799.0,11838.56,India,3157.0,8675.78
2008,3644,Côte d'Ivoire,Direct Drop,FCA,Air,60,3000,20550.0,6.85,0.11,ABBVIE Ludwigshafen Germany,387.0,6020.48,Germany,5008.0,1867.36
2009,3645,South Africa,Direct Drop,DDP,Air,60,16999,43007.47,2.53,0.04,"Aurobindo Unit III, India",912.0,1791.42,India,8074.0,6985.13
2010,3647,Uganda,Direct Drop,EXW,Air,120,15321,390685.5,25.5,0.21,"Aurobindo Unit III, India",3888.0,17405.65,India,5524.0,21224.64
2011,3649,Côte d'Ivoire,Direct Drop,CIP,Air,180,2052,34801.92,16.96,0.09,"MSD, Haarlem, NL",605.0,1416.03, Haarlem,5009.0,2894.65
2012,3650,Vietnam,Direct Drop,FCA,Air,120,1049,86227.8,82.2,0.68,ABBVIE Ludwigshafen Germany,264.0,5487.53,Germany,9157.0,2399.8
2013,3651,Vietnam,Direct Drop,EXW,Air,30,48235,207410.5,4.3,0.14,Mylan (formerly Matrix) Nashik,3919.0,11372.45, Nashik,3641.0,13937.24
2014,3653,"Congo, DRC",Direct Drop,FCA,Air,60,60,356.4,5.94,0.1,ABBVIE Ludwigshafen Germany,13.0,707.19,Germany,6133.0,80.53
2015,3654,Uganda,Direct Drop,DDU,Air,120,50,4199.01,83.98,0.7,"Janssen-Cilag, Latina, IT",10.0,435.0, Latina,4823.0,48.24
2016,3655,Haiti,Direct Drop,CIP,Air,180,255,4324.8,16.96,0.09,"MSD, Haarlem, NL",72.0,290.0, Haarlem,7467.0,513.53
2017,3656,"Congo, DRC",Direct Drop,FCA,Air,60,24,142.56,5.94,0.1,ABBVIE Ludwigshafen Germany,8.0,767.87,Germany,6133.0,49.56
2018,3657,Haiti,Direct Drop,FCA,Air,120,1865,36031.8,19.32,0.16,ABBVIE Ludwigshafen Germany,463.0,3222.27,Germany,7877.0,3624.4
2019,3659,South Africa,Direct Drop,DDP,Ocean,240,8500,18020.0,2.12,0.01,"Aurobindo Unit III, India",3061.0,3530.94,India,8074.0,27978.7
2020,3660,South Africa,Direct Drop,DDP,Ocean,240,50000,103000.0,2.06,0.01,"Cipla, Goa, India",18467.0,6617.84,India,8074.0,173711.72
2021,3662,South Africa,Direct Drop,DDP,Ocean,60,515000,1251450.0,2.43,0.04,"Strides, Bangalore, India.",23655.0,37401.43,India,8074.0,188632.56
2022,3664,South Africa,Direct Drop,DDP,Ocean,60,9829,71751.7,7.3,0.12,"Aurobindo Unit III, India",509.0,3341.45,India,8074.0,4053.37
2023,3665,Vietnam,Direct Drop,EXW,Air,30,1612,10478.0,6.5,0.22,Mylan (formerly Matrix) Nashik,111.0,7457.19, Nashik,3641.0,410.37
2024,3671,Haiti,Direct Drop,FCA,Air,60,216,1596.24,7.39,0.12,ABBVIE Ludwigshafen Germany,24.0,4059.85,Germany,7877.0,184.19
2025,3672,Rwanda,Direct Drop,CIP,Air,30,72091,789396.45,10.95,0.36,Mylan (formerly Matrix) Nashik,6842.0,73790.43, Nashik,5355.0,36137.01
2026,3678,Haiti,Direct Drop,CIP,Air,60,120,6660.0,55.5,0.92,"MSD, Haarlem, NL",11.0,260.0, Haarlem,7467.0,81.69
2027,3679,South Africa,Direct Drop,DDP,Ocean,60,440000,1069200.0,2.43,0.04,"Strides, Bangalore, India.",19564.0,33865.26,India,8074.0,156009.62
2028,3680,Tanzania,Direct Drop,EXW,Air,30,12830,288675.0,22.5,0.75,Mylan (formerly Matrix) Nashik,1710.0,8344.86, Nashik,5091.0,8705.61
2029,3682,Tanzania,Direct Drop,EXW,Air,60,7255,58983.15,8.13,0.14,"Aurobindo Unit III, India",917.0,4676.61,India,5659.0,5361.64
2030,3684,Vietnam,Direct Drop,FCA,Air,120,4951,406972.2,82.2,0.68,ABBVIE Ludwigshafen Germany,1232.0,8108.91,Germany,9157.0,11199.08
2031,3687,Côte d'Ivoire,Direct Drop,FCA,Air,60,4400,26136.0,5.94,0.1,ABBVIE Ludwigshafen Germany,505.0,5335.6,Germany,5008.0,2554.59
2032,3695,Vietnam,Direct Drop,EXW,Air,60,11594,127534.0,11.0,0.18,Mylan (formerly Matrix) Nashik,1615.0,9502.5, Nashik,3641.0,5773.3
2033,3696,Vietnam,Direct Drop,EXW,Air,60,34900,63169.0,1.81,0.03,"Micro labs, Verna, Goa, India",1588.0,11413.52,India,3157.0,4985.62
2034,3697,Uganda,Direct Drop,EXW,Air,60,6200,24800.0,4.0,0.07,"Cipla, Goa, India",597.0,2905.49,India,5524.0,3462.72
2035,3702,South Africa,Direct Drop,DDP,Air,240,11644,34932.0,3.0,0.01,"Aurobindo Unit III, India",4442.0,3283.59,India,8074.0,28691.77
2036,3703,Vietnam,Direct Drop,EXW,Air,30,1344,10080.0,7.5,0.25,Mylan (formerly Matrix) Nashik,86.0,3573.32, Nashik,3641.0,313.13
2037,3704,Mozambique,Direct Drop,EXW,Air,60,13168,38450.56,2.92,0.05,"Strides, Bangalore, India.",834.0,3574.24,India,6624.0,5675.77
2038,3706,"Congo, DRC",Direct Drop,EXW,Air,1000,602,15230.6,25.3,0.03,"Micro Labs, Hosur, India",488.0,7393.13,India,6583.0,3809.29
2039,3707,Uganda,Direct Drop,EXW,Air,30,1200,1500.0,1.25,0.04,"Aurobindo Unit III, India",64.0,896.35,India,5524.0,339.39
2040,3708,Uganda,Direct Drop,EXW,Air,120,175,15750.0,90.0,0.75,"Aspen-OSD, Port Elizabeth, SA",37.0,1333.01, Port Elizabeth,3989.0,147.59
2041,3709,Vietnam,Direct Drop,FCA,Air,120,1114,67753.48,60.82,0.51,ABBVIE Ludwigshafen Germany,266.0,6568.7,Germany,9157.0,2450.98
2042,3711,Uganda,Direct Drop,EXW,Air,30,170,3825.0,22.5,0.75,Mylan (formerly Matrix) Nashik,22.0,1051.5, Nashik,4961.0,109.14
2043,3712,Côte d'Ivoire,Direct Drop,FCA,Air,120,9517,320722.9,33.7,0.28,ABBVIE Ludwigshafen Germany,2368.0,17068.85,Germany,5008.0,11823.75
2044,3713,Tanzania,Direct Drop,FCA,Air,60,765,4544.1,5.94,0.1,ABBVIE Ludwigshafen Germany,84.0,1396.04,Germany,6837.0,580.11
2045,3714,Côte d'Ivoire,Direct Drop,EXW,Air,100,650,2925.0,4.5,0.04,"Aurobindo Unit III, India",72.0,1766.56,India,9091.0,581.82
2046,3715,Zimbabwe,Direct Drop,EXW,Air Charter,60,7000,15400.0,2.2,0.04,"Strides, Bangalore, India.",437.0,11814.57,India,6980.0,3327.56
2047,3716,South Africa,Direct Drop,DDP,Ocean,30,12722,89435.66,7.03,0.23,"Cipla, Goa, India",875.0,6038.22,India,8074.0,6934.11
2048,3719,Côte d'Ivoire,Direct Drop,FCA,Air,120,6000,216960.0,36.16,0.3,ABBVIE Ludwigshafen Germany,1523.0,10051.89,Germany,5008.0,7593.44
2049,3725,Uganda,Direct Drop,EXW,Ocean,30,63652,203049.88,3.19,0.11,"Strides, Bangalore, India.",3963.0,12961.76,India,5524.0,22646.5
2050,3727,Côte d'Ivoire,Direct Drop,EXW,Air,30,1000,20000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,140.0,2782.77, Nashik,8608.0,1211.15
2051,3730,South Africa,Direct Drop,DDP,Air,30,53234,248602.78,4.67,0.16,"Aurobindo Unit III, India",4507.0,5886.96,India,8074.0,37402.5
2052,3732,South Africa,Direct Drop,DDP,Ocean,30,58423,410713.69,7.03,0.23,"Cipla, Goa, India",4007.0,6639.33,India,8074.0,31754.25
2053,3733,South Africa,Direct Drop,DDP,Ocean,60,75000,181500.0,2.42,0.04,"Aurobindo Unit III, India",2915.0,6012.42,India,8074.0,23341.2
2054,3734,Vietnam,Direct Drop,EXW,Air,60,525,3465.0,6.6,0.11,"Cipla, Goa, India",34.0,807.47,India,3157.0,107.34
2055,3735,Vietnam,Direct Drop,EXW,Air,60,6238,50527.8,8.1,0.13,"Cipla, Goa, India",866.0,1464.24,India,3157.0,2632.7
2056,3736,South Africa,Direct Drop,DDP,Ocean,30,57577,404766.31,7.03,0.23,"Cipla, Goa, India",3950.0,6639.35,India,8074.0,31302.54
2057,3739,Vietnam,Direct Drop,EXW,Air,60,12700,141605.0,11.15,0.19,"Aurobindo Unit III, India",1572.0,13479.25,India,3157.0,5074.08
2058,3740,South Africa,Direct Drop,DDP,Air,30,31875,148856.25,4.67,0.16,"Aurobindo Unit III, India",3005.0,4263.07,India,8074.0,24937.77
2059,3741,Vietnam,Direct Drop,EXW,Air,30,2865,32918.85,11.49,0.38,Mylan (formerly Matrix) Nashik,332.0,6973.87, Nashik,3641.0,1199.34
2060,3745,South Africa,Direct Drop,DDP,Ocean,60,212409,524650.23,2.47,0.04,"Strides, Bangalore, India.",10302.0,13677.69,India,8074.0,80821.07
2061,3746,Haiti,Direct Drop,EXW,Air,240,3528,6526.8,1.85,0.01,"Aurobindo Unit III, India",1296.0,9230.19,India,14446.0,24288.02
2062,3750,South Africa,Direct Drop,DDP,Ocean,60,130828,316603.76,2.42,0.04,"Aurobindo Unit III, India",6525.0,10984.82,India,8074.0,52247.45
2063,3753,South Africa,Direct Drop,DDP,Ocean,30,11711,80923.01,6.91,0.23,"Aurobindo Unit III, India",1093.0,5460.48,India,8074.0,8812.11
2064,3758,South Africa,Direct Drop,DDP,Air,30,39049,182358.83,4.67,0.16,"Aurobindo Unit III, India",3669.0,4263.07,India,8074.0,30448.14
2065,3760,Uganda,From RDC,N/A - From RDC,Air,60,400,3504.0,8.76,0.15,"Aurobindo Unit III, India",70.0,1764.84,India,5524.0,397.27
2066,3761,Nigeria,From RDC,N/A - From RDC,Air Charter,60,318,922.2,2.9,0.05,"Aurobindo Unit III, India",105.0,9341.59,India,7633.0,829.1
2067,3762,Zimbabwe,From RDC,N/A - From RDC,Truck,60,76000,506160.0,6.66,0.11,"Cipla, Goa, India",8701.0,15332.68,India,6980.0,60185.84
2068,3763,Zambia,From RDC,N/A - From RDC,Truck,30,47227,272972.06,5.78,0.19,"Aurobindo Unit III, India",4959.0,9973.51,India,6906.0,33772.85
2069,3764,Nigeria,From RDC,N/A - From RDC,Air Charter,60,1697,12778.41,7.53,0.13,"Aurobindo Unit III, India",6725.0,33279.39,India,7633.0,53172.51
2070,3765,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,1060,4028.0,3.8,0.06,"Strides, Bangalore, India.",56.0,1211.48,India,9091.0,482.3
2071,3766,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,1260,1839.6,1.46,0.02,"Aurobindo Unit III, India",82.0,1211.48,India,9091.0,612.71
2072,3767,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,5907,14413.08,2.44,0.04,"Aurobindo Unit III, India",283.0,4969.95,India,9091.0,2530.58
2073,3768,Uganda,From RDC,N/A - From RDC,Air,60,4730,35616.9,7.53,0.13,"Aurobindo Unit III, India",260.0,1898.84,India,5524.0,1487.74
2074,3769,Mozambique,From RDC,N/A - From RDC,Air,60,92,709.32,7.71,0.13,"Aurobindo Unit III, India",363.0,1816.73,India,6624.0,2432.58
2075,3770,Zambia,From RDC,N/A - From RDC,Truck,60,10000,75300.0,7.53,0.13,"Aurobindo Unit III, India",546.0,2412.99,India,6906.0,3905.88
2076,3771,Uganda,From RDC,N/A - From RDC,Air,60,59,661.98,11.22,0.19,Mylan (formerly Matrix) Nashik,12.0,1311.0, Nashik,4961.0,60.49
2077,3772,Haiti,From RDC,N/A - From RDC,Air,240,3648,7368.96,2.02,0.01,"Aurobindo Unit III, India",2571.0,26830.44,India,14446.0,44127.52
2078,3773,Mozambique,From RDC,N/A - From RDC,Truck,30,3040,25931.2,8.53,0.28,Mylan (formerly Matrix) Nashik,163.0,1236.13, Nashik,6074.0,974.97
2079,3774,Haiti,From RDC,N/A - From RDC,Air,240,3635,6979.2,1.92,0.01,"Aurobindo Unit III, India",1345.0,14489.1,India,14446.0,24287.34
2080,3775,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,30060,337273.2,11.22,0.19,"Aurobindo Unit III, India",3508.0,5254.1,India,9091.0,32402.85
2081,3776,Haiti,From RDC,N/A - From RDC,Air,60,12000,105120.0,8.76,0.15,"Aurobindo Unit III, India",1077.0,12016.69,India,14446.0,15984.6
2082,3777,Mozambique,From RDC,N/A - From RDC,Air,30,10000,57800.0,5.78,0.19,"Aurobindo Unit III, India",2156.0,3423.25,India,6624.0,14083.68
2083,3779,Zambia,From RDC,N/A - From RDC,Truck,60,58097,375887.59,6.47,0.11,"Cipla, Goa, India",19451.0,16898.2,India,6906.0,137027.64
2084,3780,Uganda,From RDC,N/A - From RDC,Air,60,600,1638.0,2.73,0.05,"Aurobindo Unit III, India",306.0,3945.33,India,5524.0,1857.52
2085,3781,Zimbabwe,From RDC,N/A - From RDC,Air,30,1900,9747.0,5.13,0.17,"Aurobindo Unit III, India",4000.0,3302.14,India,6980.0,27756.73
2086,3782,Uganda,From RDC,N/A - From RDC,Air,60,3519,8586.36,2.44,0.04,Mylan (formerly Matrix) Nashik,2538.0,6298.34, Nashik,4961.0,12384.61
2087,3783,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,1907,29558.5,15.5,0.26,"Aurobindo Unit III, India",395.0,1042.58,India,9091.0,3614.11
2088,3784,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,260,4030.0,15.5,0.26,"Aurobindo Unit III, India",54.0,1042.58,India,9091.0,494.08
2099,3795,Uganda,From RDC,N/A - From RDC,Air,60,140,476.0,3.4,0.06,"Cipla, Goa, India",17.0,1073.46,India,5524.0,99.43
2100,3796,Zambia,From RDC,N/A - From RDC,Truck,60,2500,19300.0,7.72,0.13,"Aurobindo Unit III, India",526.0,4964.27,India,6906.0,3670.2
2101,3797,Mozambique,From RDC,N/A - From RDC,Truck,30,12250,58187.5,4.75,0.16,Mylan (formerly Matrix) Nashik,1866.0,10959.63, Nashik,6074.0,11453.39
2102,3798,Uganda,From RDC,N/A - From RDC,Air,60,5218,58545.96,11.22,0.19,"Aurobindo Unit III, India",617.0,5194.22,India,5524.0,3462.99
2103,3799,Nigeria,From RDC,N/A - From RDC,Air Charter,30,30000,597600.0,19.92,0.66,Mylan (formerly Matrix) Nashik,3289.0,9736.1, Nashik,7134.0,23322.38
2104,3800,Uganda,From RDC,N/A - From RDC,Air,60,18000,201960.0,11.22,0.19,Mylan (formerly Matrix) Nashik,2281.0,15254.43, Nashik,4961.0,11497.58
2105,3801,Uganda,From RDC,N/A - From RDC,Air,60,4400,49368.0,11.22,0.19,"Aurobindo Unit III, India",527.0,4549.95,India,5524.0,2957.85
2106,3802,Zimbabwe,From RDC,N/A - From RDC,Truck,60,5800,19024.0,3.28,0.05,"Cipla, Goa, India",12791.0,3833.17,India,6980.0,81659.62
2107,3803,Mozambique,From RDC,N/A - From RDC,Truck,60,109554,1229195.88,11.22,0.19,"Aurobindo Unit III, India",20316.0,25790.82,India,6624.0,136732.11
2110,3806,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,62410,700240.2,11.22,0.19,"Aurobindo Unit III, India",7701.0,27912.64,India,9091.0,71132.94
2111,3808,Haiti,From RDC,N/A - From RDC,Air,60,7560,10659.6,1.41,0.02,"Strides, Bangalore, India.",2027.0,19372.86,India,14446.0,24920.89
2112,3809,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,672,9139.2,13.6,0.06,"Aurobindo Unit III, India",2979.0,3365.45,India,9091.0,28675.15
2113,3810,Zambia,From RDC,N/A - From RDC,Truck,30,2750,12650.0,4.6,0.15,Mylan (formerly Matrix) Nashik,10313.0,11054.59, Nashik,6339.0,63952.93
2114,3812,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,3872,7085.76,1.83,0.01,"Aurobindo Unit III, India",1438.0,5121.68,India,9091.0,17144.73
2115,3813,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,3872,7085.76,1.83,0.01,"Aurobindo Unit III, India",1451.0,5121.68,India,9091.0,17299.73
2116,3814,Côte d'Ivoire,From RDC,N/A - From RDC,Air,120,3240,117158.4,36.16,0.3,ABBVIE Ludwigshafen Germany,731.0,5121.69,Germany,5008.0,3644.65
2121,3819,Rwanda,From RDC,N/A - From RDC,Air,60,44131,495149.82,11.22,0.19,"Aurobindo Unit III, India",5364.0,81670.57,India,5921.0,32269.77
2122,3820,Tanzania,From RDC,N/A - From RDC,Air,30,3000,21900.0,7.3,0.24,Mylan (formerly Matrix) Nashik,269.0,1647.25, Nashik,5091.0,1350.72
2123,3821,Tanzania,From RDC,N/A - From RDC,Air,60,23340,383709.6,16.44,0.27,Mylan (formerly Matrix) Nashik,2344.0,1647.25, Nashik,5091.0,11759.1
2124,3822,Nigeria,From RDC,N/A - From RDC,Air Charter,30,6203,72885.25,11.75,0.39,Mylan (formerly Matrix) Nashik,560.0,6147.18, Nashik,7134.0,3978.04
2125,3823,Nigeria,From RDC,N/A - From RDC,Air Charter,60,32040,359488.8,11.22,0.19,"Aurobindo Unit III, India",4212.0,6147.18,India,7633.0,32665.97
2126,3824,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,5670,7994.7,1.41,0.02,"Strides, Bangalore, India.",317.0,12648.36,India,9091.0,2452.64
2127,3825,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,2200,16060.0,7.3,0.24,Mylan (formerly Matrix) Nashik,6587.0,8953.2, Nashik,8608.0,55924.17
2128,3826,Zambia,From RDC,N/A - From RDC,Truck,30,140554,1651509.5,11.75,0.39,Mylan (formerly Matrix) Nashik,16961.0,16981.15, Nashik,6339.0,107058.27
2129,3827,Mozambique,From RDC,N/A - From RDC,Truck,60,208501,2339381.22,11.22,0.19,"Aurobindo Unit III, India",28237.0,14163.13,India,6624.0,190042.56
2130,3828,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,240,36,493.2,13.7,0.06,"Aurobindo Unit III, India",7889.0,6406.53,India,9091.0,75383.37
2131,3830,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,588,7996.8,13.6,0.06,"Aurobindo Unit III, India",215.0,6406.54,India,9091.0,2069.54
2132,3831,Mozambique,From RDC,N/A - From RDC,Truck,60,2996,9587.2,3.2,0.05,"Cipla, Goa, India",6022.0,6500.45,India,6624.0,37396.62
2133,3832,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,628,1224.6,1.95,0.01,"Aurobindo Unit III, India",232.0,1794.58,India,9091.0,2595.83
2134,3833,Haiti,From RDC,N/A - From RDC,Air,240,3872,7821.44,2.02,0.01,"Aurobindo Unit III, India",7755.0,74839.9,India,14446.0,133103.44
2135,3834,Zambia,From RDC,N/A - From RDC,Air,60,10131,23605.23,2.33,0.04,"Aurobindo Unit III, India",493.0,2859.16,India,6906.0,3506.94
2136,3835,Uganda,From RDC,N/A - From RDC,Air,60,4176,46854.72,11.22,0.19,"Aurobindo Unit III, India",567.0,2768.96,India,5524.0,3182.36
2137,3836,Nigeria,From RDC,N/A - From RDC,Air Charter,60,141764,1590592.08,11.22,0.19,"Aurobindo Unit III, India",70109.0,43548.0,India,7633.0,543727.16
2138,3837,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,2610,58725.0,22.5,0.75,Mylan (formerly Matrix) Nashik,1195.0,8758.37, Nashik,8608.0,10286.56
2139,3838,Uganda,From RDC,N/A - From RDC,Truck,60,117367,1316857.74,11.22,0.19,"Aurobindo Unit III, India",17496.0,104604.06,India,5524.0,98198.41
2140,3839,Zimbabwe,From RDC,N/A - From RDC,Truck,30,97100,856422.0,8.82,0.29,Mylan (formerly Matrix) Nashik,14340.0,16222.85, Nashik,6420.0,90810.24
2141,3840,Uganda,From RDC,N/A - From RDC,Air,240,1000,1950.0,1.95,0.01,"Aurobindo Unit III, India",369.0,6218.58,India,5524.0,2508.75
2142,3841,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,859,5643.63,6.57,0.22,"Aurobindo Unit III, India",12232.0,60010.73,India,9091.0,111708.88
2143,3842,Zimbabwe,From RDC,N/A - From RDC,Truck,60,2786,9138.08,3.28,0.05,"Cipla, Goa, India",213.0,3403.98,India,6980.0,1359.82
2144,3843,Haiti,From RDC,N/A - From RDC,Air,100,1242,6011.28,4.84,0.05,"Aurobindo Unit III, India",260.0,2452.54,India,14446.0,3880.12
2145,3844,Haiti,From RDC,N/A - From RDC,Air,90,1260,12234.6,9.71,0.11,"Aurobindo Unit III, India",194.0,2452.54,India,14446.0,2857.36
2146,3845,Uganda,From RDC,N/A - From RDC,Truck,60,100000,1122000.0,11.22,0.19,Mylan (formerly Matrix) Nashik,14983.0,78442.21, Nashik,4961.0,75523.13
2147,3846,Nigeria,From RDC,N/A - From RDC,Air Charter,30,57468,248261.76,4.32,0.14,Mylan (formerly Matrix) Nashik,4915.0,13398.06, Nashik,7134.0,34089.62
2148,3847,Zimbabwe,From RDC,N/A - From RDC,Truck,30,6392,27741.28,4.34,0.14,"Aurobindo Unit III, India",571.0,4428.06,India,6980.0,3857.01
2149,3848,Zimbabwe,From RDC,N/A - From RDC,Truck,60,35000,148750.0,4.25,0.07,Mylan (formerly Matrix) Nashik,2032.0,4428.06, Nashik,6420.0,12891.96
2150,3849,Nigeria,From RDC,N/A - From RDC,Air Charter,90,1280,12403.2,9.69,0.11,"Aurobindo Unit III, India",177.0,13398.06,India,7633.0,1380.32
2151,3850,Zambia,From RDC,N/A - From RDC,Truck,240,20000,36000.0,1.8,0.01,"Aurobindo Unit III, India",7469.0,3949.19,India,6906.0,68774.55
2152,3851,Zimbabwe,From RDC,N/A - From RDC,Truck,60,51722,278264.36,5.38,0.09,"Cipla, Goa, India",9134.0,16064.09,India,6980.0,63992.33
