,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
3977,Nigeria,From RDC,RDC,Air Charter,30,105014,1437641,13,0.46,13392,37242, Nashik,7134
3978,Zimbabwe,From RDC,RDC,Truck,30,20160,244137,12,0.4,2266,9405, Nashik,6420
3979,Zimbabwe,From RDC,RDC,Truck,30,40320,488275,12,0.4,4536,29733, Nashik,6420
3980,"Congo, DRC",From RDC,RDC,Air,60,6362,43007,6,0.11,315,2030,India,6583
3981,Mozambique,From RDC,RDC,Air,30,17037,56733,3,0.11,1750,9758,India,6624
3982,Uganda,From RDC,RDC,Truck,60,1530,10006,6,0.11,11337,23809,India,5524
3983,Mozambique,From RDC,RDC,Truck,60,120000,1029600,8,0.14,36920,29935,India,6624
3984,Nigeria,From RDC,RDC,Air Charter,60,57227,129333,2,0.04,4844,21591,India,7633
3985,Uganda,From RDC,RDC,Truck,60,475,1092,2,0.04,1982,8163,India,5524
3986,Nigeria,From RDC,RDC,Air Charter,60,95000,214700,2,0.04,12686,41332,India,7633
3987,Mozambique,From RDC,RDC,Truck,60,170900,1466322,8,0.14,3622,10181,India,6624
3988,Zambia,From RDC,RDC,Truck,60,3480,7864,2,0.04,424,11941,India,6906
3989,Tanzania,From RDC,RDC,Truck,30,31000,401760,12,0.43,3674,22904,India,5659
3990,Nigeria,From RDC,RDC,Air Charter,30,13481,44891,3,0.11,1296,20761,India,7633
3991,Tanzania,From RDC,RDC,Truck,60,58920,505533,8,0.14,6560,8057,India,5659
3992,Uganda,From RDC,RDC,Air,60,372,706,1,0.03,33,951,India,5524
3993,Tanzania,From RDC,RDC,Truck,90,6823,49807,7,0.08,428,2376,India,5659
3994,Zimbabwe,From RDC,RDC,Truck,120,8599,187286,21,0.18,2293,4529, Nashik,6420
3995,Côte d'Ivoire,From RDC,RDC,Truck,60,21158,153818,7,0.12,3653,15614, Nashik,8608
3996,Zimbabwe,From RDC,RDC,Truck,30,20160,224784,11,0.37,22074,21108, Nashik,6420
3997,Tanzania,From RDC,RDC,Truck,60,6097,14023,2,0.04,12213,7607,India,5659
3998,Nigeria,From RDC,RDC,Air Charter,60,75000,643500,8,0.14,22700,20225,India,7633
3999,"Congo, DRC",From RDC,RDC,Air,60,10916,71390,6,0.11,652,8242,India,6583
4000,"Congo, DRC",From RDC,RDC,Air,240,6032,11762,1,0.01,2572,16754,India,6583
4001,Mozambique,From RDC,RDC,Truck,30,44840,499966,11,0.37,5065,5419, Nashik,6074
4002,Côte d'Ivoire,From RDC,RDC,Truck,120,1784,37464,21,0.18,475,3332, Nashik,8608
4003,Côte d'Ivoire,From RDC,RDC,Truck,240,11000,15950,1,0.01,3930,9378,India,9091
4004,Nigeria,From RDC,RDC,Air Charter,60,70000,272300,3,0.06,3922,26340, Nashik,7134
4005,Zimbabwe,From RDC,RDC,Truck,60,92045,358055,3,0.06,5103,11604,India,6980
4006,Tanzania,From RDC,RDC,Truck,120,909,17743,19,0.16,8820,3541,Germany,6837
4007,Haiti,From RDC,RDC,Air,60,58,110,1,0.03,3622,10181,India,14446
4008,Rwanda,From RDC,RDC,Truck,60,16000,112000,7,0.12,1412,20049,India,5921
4009,Mozambique,From RDC,RDC,Truck,60,39600,327096,8,0.14,17181,15814, Nashik,6074
4010,Zimbabwe,From RDC,RDC,Truck,30,8609,41409,4,0.16,873,15000,India,6980
4011,Zimbabwe,From RDC,RDC,Truck,60,115211,432041,3,0.06,6428,15847, Nashik,6420
4012,Zambia,From RDC,RDC,Truck,60,6350,35433,5,0.09,320,1300,India,6906
4013,Tanzania,From RDC,RDC,Truck,60,23964,95856,4,0.07,3622,10181,India,5659
4014,Côte d'Ivoire,From RDC,RDC,Truck,60,2200,8800,4,0.07,105,2151,India,9091
4015,"Congo, DRC",From RDC,RDC,Air,60,5,20,4,0.07,3622,10181,India,6583
4016,Mozambique,From RDC,RDC,Truck,60,35533,153502,4,0.07,7654,7928,India,6624
4017,Tanzania,From RDC,RDC,Truck,30,46066,500737,10,0.36,5175,3541, Nashik,5091
4018,Côte d'Ivoire,From RDC,RDC,Air,60,1700,3791,2,0.04,2699,4063,India,9091
4019,Mozambique,From RDC,RDC,Truck,60,10000,113600,11,0.19,3118,4768, Nashik,6074
4020,"Congo, DRC",From RDC,RDC,Air,60,489,5555,11,0.19,2045,16083,India,6583
4021,Côte d'Ivoire,From RDC,RDC,Truck,60,40035,330689,8,0.14,16851,23776, Nashik,8608
4022,Tanzania,From RDC,RDC,Truck,30,20921,122806,5,0.2,6692,6010,India,5659
4023,Uganda,From RDC,RDC,Truck,60,7693,51773,6,0.11,6909,4947,India,5524
4024,"Congo, DRC",From RDC,RDC,Air,60,2167,4897,2,0.04,211,3531,India,6583
4025,Uganda,From RDC,RDC,Truck,60,21764,49186,2,0.04,2091,10181,India,5524
4026,Mozambique,From RDC,RDC,Truck,240,26200,48732,1,0.01,5343,12803,India,6624
4027,Zambia,From RDC,RDC,Truck,60,10391,23171,2,0.04,633,886,India,6906
4028,Côte d'Ivoire,From RDC,RDC,Truck,60,6750,75802,11,0.19,4919,17647,India,9091
4029,Rwanda,From RDC,RDC,Truck,30,2381,11047,4,0.15,3703,8469,India,5921
4030,Mozambique,From RDC,RDC,Truck,60,440,765,1,0.03,27,800,India,6624
4031,Zambia,From RDC,RDC,Air,240,1222,2175,1,0.01,825,6380,India,6906
4032,Tanzania,From RDC,RDC,Truck,30,116931,1260516,10,0.36,13280,7083, Nashik,5091
4033,Côte d'Ivoire,From RDC,RDC,Truck,60,6799,25496,3,0.06,292,1672,India,9091
4034,Tanzania,From RDC,RDC,Truck,30,10267,58932,5,0.19,816,3623, Nashik,5091
4035,Côte d'Ivoire,From RDC,RDC,Truck,30,30196,96929,3,0.11,3591,5153,India,9091
4036,Côte d'Ivoire,From RDC,RDC,Truck,90,5840,54312,9,0.1,347,3132,India,9091
4037,Uganda,From RDC,RDC,Truck,60,100000,811000,8,0.14,18737,9857,India,5524
4038,Tanzania,From RDC,RDC,Air,120,32294,610356,18,0.16,20132,97918,Germany,6837
4039,Zambia,From RDC,RDC,Truck,60,60000,237000,3,0.07,2484,3613, Nashik,6339
4040,Zimbabwe,From RDC,RDC,Truck,60,23000,90850,3,0.07,952,1521, Nashik,6420
4041,Zambia,From RDC,RDC,Truck,30,21529,101186,4,0.16,9530,16468,India,6906
4042,"Congo, DRC",From RDC,RDC,Air,60,7480,60662,8,0.14,1278,12197, Nashik,6020
4043,Nigeria,From RDC,RDC,Air Charter,60,200000,1622000,8,0.14,51698,28812,India,7633
4044,Nigeria,From RDC,RDC,Air Charter,60,145235,1177855,8,0.14,3622,10181,India,7633
4045,Nigeria,From RDC,RDC,Air Charter,60,97000,786670,8,0.14,12823,28812, Nashik,7134
4046,Nigeria,From RDC,RDC,Air Charter,30,5000,23200,4,0.15,1447,28812,India,7633
4047,Tanzania,From RDC,RDC,Truck,30,22002,126291,5,0.19,2003,10010,India,5659
4048,Zambia,From RDC,RDC,Truck,60,36852,240275,6,0.11,3324,4266,India,6906
4049,Zimbabwe,From RDC,RDC,Truck,60,100000,218000,2,0.04,64918,43218,India,6980
4050,Zimbabwe,From RDC,RDC,Truck,30,43715,202400,4,0.15,3622,10181,India,6980
4051,"Congo, DRC",From RDC,RDC,Air,60,715,8029,11,0.19,1630,18387,India,6583
4052,"Congo, DRC",From RDC,RDC,Air,60,980,1705,1,0.03,3622,10181,India,6583
4053,"Congo, DRC",From RDC,RDC,Air,120,1727,34039,19,0.16,3622,10181, Nashik,6020
4054,Mozambique,From RDC,RDC,Truck,30,12710,40799,3,0.11,9511,10217,India,6624
4055,Côte d'Ivoire,From RDC,RDC,Truck,30,2756,37261,13,0.45,248,1933,India,9091
4056,Mozambique,From RDC,RDC,Truck,60,3068,7976,2,0.04,150,118,India,6624
4057,Mozambique,From RDC,RDC,Truck,60,40070,324967,8,0.14,28111,18448, Nashik,6074
4058,Nigeria,From RDC,RDC,Air Charter,90,10230,56265,5,0.06,1505,10060,India,7633
4059,Tanzania,From RDC,RDC,Truck,60,17980,38657,2,0.04,2152,837,India,5659
4060,Mozambique,From RDC,RDC,Truck,60,106754,881788,8,0.14,28021,19662,India,6624
4061,Mozambique,From RDC,RDC,Truck,240,27264,41168,1,0.01,10191,8520,India,6624
4062,Zambia,From RDC,RDC,Truck,60,46973,187892,4,0.07,3237,4208,India,6906
4063,Zimbabwe,From RDC,RDC,Truck,60,10602,38167,3,0.06,3919,4083, Nashik,6420
4064,Zimbabwe,From RDC,RDC,Truck,60,50847,200845,3,0.07,2372,2599,India,6980
4065,"Congo, DRC",From RDC,RDC,Air,240,1135,1713,1,0.01,1165,13290,India,6583
4066,"Congo, DRC",From RDC,RDC,Air,60,965,3474,3,0.06,3622,10181,India,6583
4067,Zimbabwe,From RDC,RDC,Truck,30,100167,1026711,10,0.34,21570,24309, Nashik,6420
4068,"Congo, DRC",From RDC,RDC,Air,120,1156,22726,19,0.16,2187,24532, Nashik,6020
4069,Nigeria,From RDC,RDC,Air Charter,60,191230,1550875,8,0.14,27094,70210, Nashik,7134
4070,Nigeria,From RDC,RDC,Air Charter,30,19356,261112,13,0.45,1960,7009, Nashik,7134
4071,Nigeria,From RDC,RDC,Air Charter,120,28000,529200,18,0.16,6702,20526,Germany,4614
4072,Nigeria,From RDC,RDC,Air Charter,60,45307,367439,8,0.14,20329,49570, Nashik,7134
4073,Rwanda,From RDC,RDC,Truck,60,14011,113629,8,0.14,1755,4328, Nashik,5355
4074,Côte d'Ivoire,From RDC,RDC,Truck,240,4000,7960,1,0.01,10413,39599,India,9091
4075,Rwanda,From RDC,RDC,Truck,90,1016,9448,9,0.1,367,3783,India,5921
4076,Côte d'Ivoire,From RDC,RDC,Truck,30,10000,31200,3,0.1,24636,46181,India,9091
4077,Côte d'Ivoire,From RDC,RDC,Truck,30,20004,62412,3,0.1,3622,10181,India,9091
4078,Rwanda,From RDC,RDC,Truck,90,868,8072,9,0.1,173,2124,India,5921
4079,Uganda,From RDC,RDC,Truck,30,19086,88368,4,0.15,2389,10011,India,5524
4080,Zimbabwe,From RDC,RDC,Truck,60,57804,208094,3,0.06,15222,18513,India,6980
4081,Rwanda,From RDC,RDC,Truck,30,81557,782947,9,0.32,3622,10181, Nashik,5355
4082,Nigeria,From RDC,RDC,Air Charter,60,350505,2705898,7,0.13,72975,129843,India,7633
4083,Côte d'Ivoire,From RDC,RDC,Truck,60,16500,59400,3,0.06,904,5012, Nashik,8608
4084,Côte d'Ivoire,From RDC,RDC,Truck,30,1134,14912,13,0.44,121,1076, Nashik,8608
4085,Rwanda,From RDC,RDC,Truck,30,50867,668901,13,0.44,4749,10181, Nashik,5355
4086,Uganda,From RDC,RDC,Truck,60,6000,11520,1,0.03,11732,10181,India,5524
4087,Zimbabwe,From RDC,RDC,Truck,60,6634,26204,3,0.07,6368,225, Nashik,6420
4088,Nigeria,From RDC,RDC,Air Charter,60,21347,113779,5,0.09,1554,3583,India,7633
4089,Zambia,From RDC,RDC,Truck,60,33308,131566,3,0.07,2803,4040, Nashik,6339
4090,Côte d'Ivoire,From RDC,RDC,Truck,60,145000,1119400,7,0.13,16614,24788,India,9091
4091,Zambia,From RDC,RDC,Truck,60,3926,8558,2,0.04,477,535,India,6906
4092,"Congo, DRC",From RDC,RDC,Air,120,2710,52465,19,0.16,731,9041,India,6583
4093,Uganda,From RDC,RDC,Truck,120,27048,504174,18,0.16,3622,10181,Germany,5868
4094,Uganda,From RDC,RDC,Truck,30,6324,82907,13,0.44,3622,10181, Nashik,4961
4095,Nigeria,From RDC,RDC,Air,60,5721,30492,5,0.09,3622,10181,India,7633
4096,Rwanda,From RDC,RDC,Air,60,2592,9201,3,0.06,3622,10181,India,5921
4097,Nigeria,From RDC,RDC,Air Charter,60,50,122,2,0.04,112,7445,India,7633
4098,Nigeria,From RDC,RDC,Air Charter,240,36,69,1,0.01,3622,10181,India,7633
4099,Nigeria,From RDC,RDC,Air,60,50,350,7,0.12,35,1567,India,7633
4100,Côte d'Ivoire,From RDC,RDC,Air,240,2000,4200,2,0.01,749,2336,India,9091
4101,Côte d'Ivoire,From RDC,RDC,Air,240,616,9018,14,0.06,3622,10181,India,9091
4102,Haiti,From RDC,RDC,Air,240,96,1405,14,0.06,54,1576,India,14446
4103,Côte d'Ivoire,From RDC,RDC,Air,240,1758,3691,2,0.01,604,7100,India,9091
4104,Côte d'Ivoire,From RDC,RDC,Air,60,6050,17545,2,0.05,442,5028,India,9091
4105,Uganda,From RDC,RDC,Air,60,15584,174852,11,0.19,6843,15170,India,5524
4106,Uganda,From RDC,RDC,Air,30,4700,27166,5,0.19,680,3335,India,5524
4107,Côte d'Ivoire,From RDC,RDC,Air,60,1437,4167,2,0.05,138,1211,India,9091
4108,Nigeria,From RDC,RDC,Air Charter,60,42751,374498,8,0.15,3409,11637, Nashik,7134
4109,Haiti,From RDC,RDC,Air,60,225,4819,21,0.36,306,4030, Nashik,14325
4110,Zambia,From RDC,RDC,Truck,60,21,51,2,0.04,1,792,India,6906
4111,Côte d'Ivoire,From RDC,RDC,Air,60,9780,73643,7,0.13,550,2794,India,9091
4112,Côte d'Ivoire,From RDC,RDC,Air,240,400,5856,14,0.06,146,5254,India,9091
4113,Côte d'Ivoire,From RDC,RDC,Air,60,30000,262800,8,0.15,2715,7403,India,9091
4114,Côte d'Ivoire,From RDC,RDC,Air,60,23,356,15,0.26,379,1945,India,9091
4115,Côte d'Ivoire,From RDC,RDC,Air,60,1681,4589,2,0.05,164,2976,India,9091
4116,Zimbabwe,From RDC,RDC,Truck,60,560,4905,8,0.15,3622,10181,India,6980
4117,Haiti,From RDC,RDC,Air,240,224,3046,13,0.06,746,6036,India,14446
4118,Côte d'Ivoire,From RDC,RDC,Air,60,1485,23017,15,0.26,914,4519,India,9091
4119,Côte d'Ivoire,From RDC,RDC,Air,60,8010,19544,2,0.04,5350,4519,India,9091
4120,Uganda,From RDC,RDC,Air,60,120,408,3,0.06,6,484,India,5524
4121,Nigeria,From RDC,RDC,Air Charter,30,139303,714624,5,0.17,11982,10181,India,7633
4122,Nigeria,From RDC,RDC,Air Charter,60,124,757,6,0.1,9,10181,India,7633
4123,Nigeria,From RDC,RDC,Air Charter,60,710,6219,8,0.15,62,10181,India,7633
4124,Uganda,From RDC,RDC,Air,30,1000,5130,5,0.17,95,3549,India,5524
4125,Nigeria,From RDC,RDC,Air Charter,60,466,1584,3,0.06,24,10181,India,7633
4126,Nigeria,From RDC,RDC,Air Charter,60,50,375,7,0.12,3,10181, Nashik,7134
4127,Nigeria,From RDC,RDC,Air Charter,60,1500,11250,7,0.12,120,10181, Nashik,7134
4128,Côte d'Ivoire,From RDC,RDC,Air,60,20000,175200,8,0.15,1807,21347,India,9091
4129,Uganda,From RDC,RDC,Truck,60,45116,506201,11,0.19,5285,11065,India,5524
4130,Côte d'Ivoire,From RDC,RDC,Air,100,2604,12603,4,0.05,675,1702,India,9091
4131,Uganda,From RDC,RDC,Air,60,75,255,3,0.06,10,1865,India,5524
4132,Uganda,From RDC,RDC,Air,60,5000,13650,2,0.05,861,7383,India,5524
4133,Uganda,From RDC,RDC,Air,30,2000,10260,5,0.17,563,1524, Nashik,4961
4134,Uganda,From RDC,RDC,Air,60,4200,11466,2,0.05,3622,10181,India,5524
4135,Nigeria,From RDC,RDC,Air Charter,90,854,23485,27,0.31,142,9736,India,7633
4136,Nigeria,From RDC,RDC,Air Charter,30,14600,69350,4,0.16,1288,9736,India,7633
4137,Côte d'Ivoire,From RDC,RDC,Air,30,3120,81900,26,0.88,798,2941, Port Elizabeth,5690
4138,Côte d'Ivoire,From RDC,RDC,Air,240,1417,2593,1,0.01,538,2195,India,9091
4139,Haiti,From RDC,RDC,Air,240,480,6528,13,0.06,390,6438,India,14446
4140,Haiti,From RDC,RDC,Air,30,43512,206682,4,0.16,3609,32479, Nashik,14325
4141,Uganda,From RDC,RDC,Air,60,5000,56000,11,0.19,690,5410, Nashik,4961
4142,Côte d'Ivoire,From RDC,RDC,Air,60,80010,897712,11,0.19,9402,33266,India,9091
4143,Haiti,From RDC,RDC,Air,240,4448,8984,2,0.01,3622,10181,India,14446
4144,Côte d'Ivoire,From RDC,RDC,Air,240,4340,8246,1,0.01,1632,5121,India,9091
4145,Côte d'Ivoire,From RDC,RDC,Air,60,12000,32760,2,0.05,733,5121,India,9091
4146,Nigeria,From RDC,RDC,Air,30,6000,27600,4,0.15,514,10181,India,7633
4147,Nigeria,From RDC,RDC,Air,60,3000,7320,2,0.04,142,10181,India,7633
4148,Nigeria,From RDC,RDC,Air,60,3000,22500,7,0.12,165,10181,India,7633
4149,Nigeria,From RDC,RDC,Air,60,100,750,7,0.12,6,10181,India,7633
4150,Nigeria,From RDC,RDC,Air,60,30,225,7,0.12,2,10181,India,7633
4151,Nigeria,From RDC,RDC,Air,60,9000,52650,5,0.1,653,10181,India,7633
4152,Nigeria,From RDC,RDC,Air,60,3000,17550,5,0.1,419,10181,India,7633
4153,Nigeria,From RDC,RDC,Air,30,1000,11750,11,0.39,90,10181, Nashik,7134
4154,Nigeria,From RDC,RDC,Air,60,80,700,8,0.15,7,10181, Nashik,7134
4155,Zimbabwe,From RDC,RDC,Air,60,60000,343800,5,0.1,7268,13243,India,6980
4156,Haiti,From RDC,RDC,Air,30,39312,174938,4,0.15,7225,69748,India,14446
4157,Haiti,From RDC,RDC,Air,60,336,504,1,0.02,3622,10181,India,14446
4158,Côte d'Ivoire,From RDC,RDC,Air,30,2000,52500,26,0.88,6991,12648, Port Elizabeth,5690
4159,Uganda,From RDC,RDC,Air,60,16347,183413,11,0.19,2098,10620, Nashik,4961
4160,Uganda,From RDC,RDC,Air,30,60342,268521,4,0.15,20269,132890,India,5524
4161,Zambia,From RDC,RDC,Truck,60,9100,29848,3,0.05,693,2997,India,6906
4162,Côte d'Ivoire,From RDC,RDC,Air,240,4970,9592,1,0.01,3622,10181,India,9091
4163,Haiti,From RDC,RDC,Air,60,192,2976,15,0.26,8085,78061,India,14446
4164,Zimbabwe,From RDC,RDC,Truck,60,5900,19352,3,0.05,18105,16594,India,6980
4165,Tanzania,From RDC,RDC,Truck,30,90000,400500,4,0.15,7397,28022, Nashik,5091
4166,Côte d'Ivoire,From RDC,RDC,Truck,30,8640,97977,11,0.38,11468,7816, Nashik,8608
4167,Nigeria,From RDC,RDC,Air Charter,30,20000,398400,19,0.66,2181,20264, Nashik,7134
4168,Nigeria,From RDC,RDC,Air Charter,30,1000,19920,19,0.66,101,20264, Nashik,7134
4169,Côte d'Ivoire,From RDC,RDC,Air,60,233,619,2,0.04,1161,7826,India,9091
4170,Nigeria,From RDC,RDC,Air Charter,60,160786,414827,2,0.04,3622,10181,India,7633
4171,Nigeria,From RDC,RDC,Air Charter,90,1050,10174,9,0.11,3622,10181,India,7633
4172,Côte d'Ivoire,From RDC,RDC,Air,30,4480,29433,6,0.22,3629,8758,India,9091
4173,Côte d'Ivoire,From RDC,RDC,Air,60,12240,88250,7,0.12,671,8758,India,9091
4174,Côte d'Ivoire,From RDC,RDC,Air,60,13362,96340,7,0.12,3622,10181,India,9091
4175,Haiti,From RDC,RDC,Air,240,1000,1950,1,0.01,830,6555,India,14446
4176,Mozambique,From RDC,RDC,Truck,240,2823,5928,2,0.01,1098,3567,India,6624
4177,Zambia,From RDC,RDC,Truck,60,25000,213750,8,0.14,2565,4471,India,6906
4178,Rwanda,From RDC,RDC,Air,240,1965,26920,13,0.06,724,4520,India,5921
4179,Côte d'Ivoire,From RDC,RDC,Air,60,45000,504900,11,0.19,3622,10181, Nashik,8608
4180,Nigeria,From RDC,RDC,Air Charter,30,844,5545,6,0.22,76,12601,India,7633
4181,Zimbabwe,From RDC,RDC,Truck,60,3453,6560,1,0.03,687,3403,India,6980
4182,Zimbabwe,From RDC,RDC,Truck,60,1988,6461,3,0.05,1671,5346,India,6980
4183,Zimbabwe,From RDC,RDC,Truck,60,19512,104974,5,0.09,10589,15608,India,6980
4184,Nigeria,From RDC,RDC,Air Charter,60,32000,264320,8,0.14,3175,13398,India,7633
4185,Nigeria,From RDC,RDC,Air Charter,90,1220,11821,9,0.11,169,13398,India,7633
4186,Côte d'Ivoire,From RDC,RDC,Air,240,390,819,2,0.01,140,2503,India,9091
4187,Haiti,From RDC,RDC,Air,30,1428,3198,2,0.07,1055,11490,India,14446
4188,Mozambique,From RDC,RDC,Truck,60,125202,1404766,11,0.19,34813,14716, Nashik,6074
4189,Nigeria,From RDC,RDC,Air Charter,30,62611,1247211,19,0.66,7190,13398, Nashik,7134
4190,Zambia,From RDC,RDC,Truck,60,5125,77080,15,0.25,523,3949, Nashik,6339
4191,Uganda,From RDC,RDC,Truck,60,20833,233746,11,0.19,2757,18317, Nashik,4961
4192,Haiti,From RDC,RDC,Air,30,49425,208573,4,0.14,4235,29352,India,14446
4193,Zambia,From RDC,RDC,Truck,60,38000,589000,15,0.26,10847,15973, Nashik,6339
4194,Mozambique,From RDC,RDC,Truck,60,25312,216417,8,0.14,4988,7960,India,6624
4195,Haiti,From RDC,RDC,Air,240,8768,18412,2,0.01,10030,96669,India,14446
4196,Mozambique,From RDC,RDC,Truck,240,5625,11362,2,0.01,2157,2166,India,6624
4197,Zimbabwe,From RDC,RDC,Truck,30,51,561,11,0.37,6,909,India,6980
4198,Zimbabwe,From RDC,RDC,Truck,30,36,396,11,0.37,3622,10181,India,6980
4199,Uganda,From RDC,RDC,Truck,30,47312,199656,4,0.14,20230,79938, Nashik,4961
4200,Zimbabwe,From RDC,RDC,Truck,60,70000,376600,5,0.09,5154,12956,India,6980
4201,Nigeria,From RDC,RDC,Air Charter,30,1639,10522,6,0.21,107,18495, Nashik,7134
4202,Nigeria,From RDC,RDC,Air Charter,30,100654,868644,8,0.29,9629,21326, Nashik,7134
4203,Zimbabwe,From RDC,RDC,Truck,30,4200,17724,4,0.14,257,320,India,6980
4204,Mozambique,From RDC,RDC,Truck,240,2047,3684,1,0.01,3622,10181,India,6624
4205,Zimbabwe,From RDC,RDC,Truck,60,55800,140058,2,0.04,5598,11154, Nashik,6420
4206,Mozambique,From RDC,RDC,Truck,240,2350,4935,2,0.01,904,573,India,6624
4207,Côte d'Ivoire,From RDC,RDC,Truck,100,2256,10738,4,0.05,172,3296,India,9091
4208,Côte d'Ivoire,From RDC,RDC,Truck,30,6678,133025,19,0.66,2244,3296, Nashik,8608
4209,Rwanda,From RDC,RDC,Air,30,500,1120,2,0.07,30,1309,India,5921
4210,Rwanda,From RDC,RDC,Air,30,700,1568,2,0.07,46,1274,India,5921
4211,Zimbabwe,From RDC,RDC,Truck,60,9493,52781,5,0.09,1021,5216,India,6980
4212,Zimbabwe,From RDC,RDC,Truck,60,75507,406227,5,0.09,8578,5216,India,6980
4213,Uganda,From RDC,RDC,Truck,60,4226,34906,8,0.14,8,10891,India,5524
4214,Uganda,From RDC,RDC,Truck,30,8665,172606,19,0.66,3622,10181, Nashik,4961
4215,Uganda,From RDC,RDC,Truck,30,15155,62438,4,0.14,3622,10181,India,5524
4216,Tanzania,From RDC,RDC,Truck,30,51763,884112,17,0.57,1645,10181, Nashik,5091
4217,Zambia,From RDC,RDC,Truck,30,66075,592692,8,0.3,5727,14325, Nashik,6339
4218,"Congo, DRC",From RDC,RDC,Air,60,11,160,14,0.24,28,456, Nashik,6020
4219,"Congo, DRC",From RDC,RDC,Air,60,10,146,14,0.24,3622,10181, Nashik,6020
4220,"Congo, DRC",From RDC,RDC,Air,60,79,652,8,0.14,3622,10181,India,6583
4221,"Congo, DRC",From RDC,RDC,Air,60,9,131,14,0.24,3622,10181, Nashik,6020
4222,"Congo, DRC",From RDC,RDC,Air,30,10,41,4,0.14,3622,10181,India,6583
4223,"Congo, DRC",From RDC,RDC,Air,60,55,804,14,0.24,3622,10181, Nashik,6020
4224,"Congo, DRC",From RDC,RDC,Air,30,59,243,4,0.14,3622,10181,India,6583
4225,"Congo, DRC",From RDC,RDC,Air,30,14,85,6,0.2,3622,10181, Nashik,6020
4226,Mozambique,From RDC,RDC,Truck,60,15600,175032,11,0.19,27345,20994, Nashik,6074
4227,Mozambique,From RDC,RDC,Truck,60,100000,1122000,11,0.19,3622,10181,India,6624
4228,Haiti,From RDC,RDC,Air,240,1470,18375,12,0.05,9635,95269,India,14446
4229,Tanzania,From RDC,RDC,Truck,30,24747,55433,2,0.07,1437,1698,India,5659
4230,Tanzania,From RDC,RDC,Truck,120,17030,574592,33,0.28,3508,1698,Germany,6837
4231,Tanzania,From RDC,RDC,Truck,120,3679,123614,33,0.28,932,1698,India,5659
4232,Zambia,From RDC,RDC,Ocean,240,4013,7825,1,0.01,1487,5447,India,6906
4233,Nigeria,From RDC,RDC,Air,60,84000,924000,11,0.18,11160,87294, Nashik,7134
4234,Mozambique,From RDC,RDC,Truck,240,41737,81387,1,0.01,15160,12405,India,6624
4235,Mozambique,From RDC,RDC,Truck,60,185875,2085517,11,0.19,26760,12405,India,6624
4236,Tanzania,From RDC,RDC,Truck,30,131280,2196314,16,0.56,15032,3279, Nashik,5091
4237,Haiti,From RDC,RDC,Air,30,192,1056,5,0.18,20,870, Nashik,14325
4238,Uganda,From RDC,RDC,Air,60,5924,14869,2,0.04,1421,4322,India,5524
4239,Mozambique,From RDC,RDC,Truck,60,117749,1321143,11,0.19,28088,19652, Nashik,6074
4240,Côte d'Ivoire,From RDC,RDC,Truck,30,1825,20075,11,0.37,119,3159,India,9091
4241,Côte d'Ivoire,From RDC,RDC,Air,30,1235,13585,11,0.37,649,1191,India,9091
4242,Nigeria,From RDC,RDC,Air Charter,60,48821,547771,11,0.19,6949,27441, Nashik,7134
4243,Zimbabwe,From RDC,RDC,Truck,30,78082,432574,5,0.18,3622,10181, Nashik,6420
4244,Zimbabwe,From RDC,RDC,Truck,30,78082,432574,5,0.18,14314,15219, Nashik,6420
4245,Zimbabwe,From RDC,RDC,Truck,30,17422,68120,3,0.13,3622,10181,India,6980
4246,Zimbabwe,From RDC,RDC,Truck,60,7150,21092,2,0.05,3622,10181,India,6980
4247,Zambia,From RDC,RDC,Truck,30,46190,190302,4,0.14,4539,4496,India,6906
4248,Uganda,From RDC,RDC,Air,30,20000,78200,3,0.13,2501,18520,India,5524
4249,"Congo, DRC",From RDC,RDC,Air,60,2000,20580,10,0.17,274,2371, Nashik,6020
4250,Nigeria,From RDC,RDC,Air Charter,60,6026,14703,2,0.04,6944,17090, Nashik,7134
4251,Rwanda,From RDC,RDC,Air,30,1056,5808,5,0.18,69,1366, Nashik,5355
4252,Zimbabwe,From RDC,RDC,Truck,60,71030,333841,4,0.08,6990,5530,India,6980
4253,Zimbabwe,From RDC,RDC,Truck,60,3345,26024,7,0.13,3622,10181, Nashik,6420
4254,"Congo, DRC",From RDC,RDC,Air,120,600,17808,29,0.25,895,6061,India,6583
4255,"Congo, DRC",From RDC,RDC,Air,240,1500,2925,1,0.01,3622,10181,India,6583
4256,Mozambique,From RDC,RDC,Truck,240,60968,118887,1,0.01,3622,10181,India,6624
4257,Nigeria,From RDC,RDC,Air Charter,30,13743,110493,8,0.27,1340,17090,India,7633
4258,Nigeria,From RDC,RDC,Air Charter,60,116254,1196253,10,0.17,14964,17090, Nashik,7134
4259,Uganda,From RDC,RDC,Air,30,1685,9267,5,0.18,137,1834,India,5524
4260,Nigeria,From RDC,RDC,Air Charter,60,100156,244380,2,0.04,10687,21347,India,7633
4261,Nigeria,From RDC,RDC,Air Charter,60,74288,577960,7,0.13,7351,21347,India,7633
4262,Nigeria,From RDC,RDC,Air Charter,60,99999,243997,2,0.04,13437,21347, Nashik,7134
4263,Nigeria,From RDC,RDC,Air Charter,30,3103,11822,3,0.13,3622,10181,India,7633
